ZFIN ID	SO ID	Symbol	NCBI Gene ID	
ZDB-GENE-060321-2	SO:0001217	st3gal1l	553280
ZDB-GENE-060322-1	SO:0001217	st3gal5	394230
ZDB-GENE-060322-10	SO:0001217	st8sia4	553211
ZDB-GENE-060322-11	SO:0001217	arhgef7a	553493
ZDB-GENE-060322-2	SO:0001217	st3gal7	554166
ZDB-GENE-060322-3	SO:0001217	st6gal1	445376
ZDB-GENE-060322-4	SO:0001217	st6gal2a	403116
ZDB-GENE-060322-5	SO:0001217	sox1b	562710
ZDB-GENE-060322-6	SO:0001217	st6galnac4	751653
ZDB-GENE-060322-7	SO:0001217	st6galnac6	407715
ZDB-GENE-060322-8	SO:0001217	st8sia5	553754
ZDB-GENE-060322-9	SO:0001217	st8sia6	553212
ZDB-GENE-060323-1	SO:0001217	gnl1	568505
ZDB-GENE-060323-2	SO:0001217	ddr1	100007346
ZDB-GENE-060324-2	SO:0001217	tcf19l	558431
ZDB-GENE-060328-1	SO:0001217	rbm48	402897
ZDB-GENE-060328-2	SO:0001217	sall4	572527
ZDB-GENE-060328-3	SO:0001217	wnt5a	568191
ZDB-GENE-060328-4	SO:0001217	cacna2d3a	100535196
ZDB-GENE-060331-105	SO:0001217	rpl32	556556
ZDB-GENE-060331-113	SO:0001217	ormdl2	677753
ZDB-GENE-060331-121	SO:0001217	rpl31	677758
ZDB-GENE-060331-129	SO:0001217	zgc:136864	677749
ZDB-GENE-060331-137	SO:0001217	myl2b	677750
ZDB-GENE-060331-57	SO:0001217	lgals3bp.3	677742
ZDB-GENE-060331-65	SO:0001217	rps27l	677743
ZDB-GENE-060331-89	SO:0001217	gmfg	677752
ZDB-GENE-060331-93	SO:0001217	dmc1	553953
ZDB-GENE-060331-95	SO:0001217	rtn2b	562639
ZDB-GENE-060331-97	SO:0001217	mycbp	677757
ZDB-GENE-060404-5	SO:0001217	ccn1l2	553273
ZDB-GENE-060404-6	SO:0001217	dennd1a	556150
ZDB-GENE-060405-1	SO:0001217	nfs1	562714
ZDB-GENE-060407-1	SO:0001217	alkbh6	317736
ZDB-GENE-060413-1	SO:0001217	taar19u	108191517
ZDB-GENE-060413-10	SO:0001217	taar20x	100150393
ZDB-GENE-060413-13	SO:0001217	taar19q	108191520
ZDB-GENE-060413-14	SO:0001217	taar19s	108191514
ZDB-GENE-060413-16	SO:0001217	taar32	100151556
ZDB-GENE-060413-17	SO:0001217	taar19g	103911784
ZDB-GENE-060413-18	SO:0001217	taar19d	100149675
ZDB-GENE-060413-21	SO:0001217	taar20r	100150617
ZDB-GENE-060414-1	SO:0001217	taar20b	100001562
ZDB-GENE-060414-12	SO:0001217	taar19h	108191518
ZDB-GENE-060414-13	SO:0001217	taar19o	100003319
ZDB-GENE-060414-16	SO:0001217	taar19c	103911783
ZDB-GENE-060414-17	SO:0001217	taar20u	100151047
ZDB-GENE-060414-18	SO:0001217	taar20t	100149666
ZDB-GENE-060414-19	SO:0001217	taar20l	101886828
ZDB-GENE-060414-25	SO:0001217	taar14i	100034374
ZDB-GENE-060414-6	SO:0001217	taar20a	100150632
ZDB-GENE-060414-7	SO:0001217	taar20c	100001854
ZDB-GENE-060414-8	SO:0001217	taar20w	103911778
ZDB-GENE-060417-1	SO:0001217	pdyn	414850
ZDB-GENE-060418-2	SO:0001217	sec31b	100148383
ZDB-GENE-060419-1	SO:0001217	phf8	566534
ZDB-GENE-060420-1	SO:0001217	rtn2a	569502
ZDB-GENE-060421-1	SO:0001217	mpl	445381
ZDB-GENE-060421-2552	SO:0001217	zgc:136472	678514
ZDB-GENE-060421-2603	SO:0001217	upk1a	678515
ZDB-GENE-060421-2654	SO:0001217	tnfaip6	678516
ZDB-GENE-060421-2705	SO:0001217	sult4a1	678517
ZDB-GENE-060421-2756	SO:0001217	baiap2a	678518
ZDB-GENE-060421-2807	SO:0001217	st7	678587
ZDB-GENE-060421-2858	SO:0001217	zgc:136439	678627
ZDB-GENE-060421-2909	SO:0001217	emg1	678588
ZDB-GENE-060421-3062	SO:0001217	zgc:136254	678590
ZDB-GENE-060421-3113	SO:0001217	sumf1	553423
ZDB-GENE-060421-3368	SO:0001217	tchp	678595
ZDB-GENE-060421-3419	SO:0001217	btr20	678596
ZDB-GENE-060421-3470	SO:0001217	flcn	678628
ZDB-GENE-060421-3572	SO:0001217	ugt5b6	678597
ZDB-GENE-060421-3623	SO:0001217	pitx1	678598
ZDB-GENE-060421-3674	SO:0001217	zgc:136971	678599
ZDB-GENE-060421-3827	SO:0001217	btr32	678629
ZDB-GENE-060421-3878	SO:0001217	hnrnph3	678601
ZDB-GENE-060421-4031	SO:0001217	irf1a	678604
ZDB-GENE-060421-4184	SO:0001217	crfb12	678605
ZDB-GENE-060421-4235	SO:0001217	zgc:136929	678649
ZDB-GENE-060421-4286	SO:0001217	dipk1aa	678606
ZDB-GENE-060421-4337	SO:0001217	pmp22b	678607
ZDB-GENE-060421-4388	SO:0001217	ing1	678608
ZDB-GENE-060421-4490	SO:0001217	slc52a3	678609
ZDB-GENE-060421-4592	SO:0001217	krt93	678611
ZDB-GENE-060421-4643	SO:0001217	bcl11aa	678650
ZDB-GENE-060421-4694	SO:0001217	ssuh2.2	797699
ZDB-GENE-060421-4745	SO:0001217	cldn30	678612
ZDB-GENE-060421-4796	SO:0001217	macroh2a1	678613
ZDB-GENE-060421-4898	SO:0001217	rec8b	678633
ZDB-GENE-060421-4949	SO:0001217	polh	678520
ZDB-GENE-060421-5000	SO:0001217	nfixb	678521
ZDB-GENE-060421-5102	SO:0001217	gpat4	678522
ZDB-GENE-060421-5153	SO:0001217	zbtb8a	678523
ZDB-GENE-060421-5204	SO:0001217	zgc:136872	678524
ZDB-GENE-060421-5255	SO:0001217	mat2al	678634
ZDB-GENE-060421-5612	SO:0001217	elovl2	678614
ZDB-GENE-060421-5714	SO:0001217	parpbp	678635
ZDB-GENE-060421-5765	SO:0001217	mmp30	678531
ZDB-GENE-060421-5918	SO:0001217	mettl27	678636
ZDB-GENE-060421-6020	SO:0001217	ntm	678534
ZDB-GENE-060421-6071	SO:0001217	zgc:136410	449685
ZDB-GENE-060421-6122	SO:0001217	mcph1	678616
ZDB-GENE-060421-6224	SO:0001217	xkr9	678537
ZDB-GENE-060421-6275	SO:0001217	crp4	678538
ZDB-GENE-060421-6479	SO:0001217	gale	678540
ZDB-GENE-060421-6530	SO:0001217	gstk4	678541
ZDB-GENE-060421-6581	SO:0001217	rell2	678542
ZDB-GENE-060421-6632	SO:0001217	zgc:136858	678543
ZDB-GENE-060421-6683	SO:0001217	avil	678618
ZDB-GENE-060421-6734	SO:0001217	oxgr1a.1	678638
ZDB-GENE-060421-6887	SO:0001217	sptssb	678546
ZDB-GENE-060421-6938	SO:0001217	prkag3b	678619
ZDB-GENE-060421-6989	SO:0001217	brat1	678547
ZDB-GENE-060421-7091	SO:0001217	fbxo8	678549
ZDB-GENE-060421-7142	SO:0001217	mllt1b	678639
ZDB-GENE-060421-7193	SO:0001217	cdk15	791619
ZDB-GENE-060421-7244	SO:0001217	kalrnb	678652
ZDB-GENE-060421-7346	SO:0001217	f9b	678552
ZDB-GENE-060421-7448	SO:0001217	bco2b	678554
ZDB-GENE-060421-7499	SO:0001217	zgc:136767	678620
ZDB-GENE-060421-7601	SO:0001217	bach1a	678555
ZDB-GENE-060421-7652	SO:0001217	cldn15b	678556
ZDB-GENE-060421-7754	SO:0001217	mtmr7a	678558
ZDB-GENE-060421-7907	SO:0001217	cacnb4b	678560
ZDB-GENE-060421-7958	SO:0001217	dab1b	678641
ZDB-GENE-060421-8060	SO:0001217	zgc:136389	678562
ZDB-GENE-060421-8162	SO:0001217	cfap36	678564
ZDB-GENE-060421-8213	SO:0001217	tnfrsf9a	678622
ZDB-GENE-060421-8264	SO:0001217	nlrc6	678565
ZDB-GENE-060421-8315	SO:0001217	ccdc93	678566
ZDB-GENE-060421-8366	SO:0001217	trim35-24	557392
ZDB-GENE-060422-1	SO:0001217	numb	692064
ZDB-GENE-060424-1	SO:0001217	pias2	564149
ZDB-GENE-060427-1	SO:0001217	rrp9	402808
ZDB-GENE-060427-2	SO:0001217	cdkn3	402796
ZDB-GENE-060427-3	SO:0001217	fgf16	692065
ZDB-GENE-060427-4	SO:0001217	qtrt2	402798
ZDB-GENE-060427-5	SO:0001217	ror2	561183
ZDB-GENE-060428-1	SO:0001217	trim32	562764
ZDB-GENE-060428-2	SO:0001217	samd11	569122
ZDB-GENE-060429-1	SO:0001217	pold1	556456
ZDB-GENE-060502-1	SO:0001217	brd9	393245
ZDB-GENE-060502-2	SO:0001217	alg2	403068
ZDB-GENE-060503-100	SO:0001217	tenm2b	568845
ZDB-GENE-060503-102	SO:0001217	si:ch211-147a11.3	795658
ZDB-GENE-060503-103	SO:0001217	il13ra1	799475
ZDB-GENE-060503-104	SO:0001217	c2cd3	797081
ZDB-GENE-060503-108	SO:0001217	si:ch211-175l6.2	561314
ZDB-GENE-060503-11	SO:0001217	ccdc126	751690
ZDB-GENE-060503-110	SO:0001217	kiaa0319l	100034533
ZDB-GENE-060503-114	SO:0001217	amigo1	100144409
ZDB-GENE-060503-115	SO:0001217	magixa	796857
ZDB-GENE-060503-122	SO:0001217	sacm1la	558940
ZDB-GENE-060503-123	SO:0001217	si:ch211-225k7.5	100002638
ZDB-GENE-060503-124	SO:0001217	nxph2a	570003
ZDB-GENE-060503-135	SO:0001217	hepacam2	558612
ZDB-GENE-060503-138	SO:0001217	si:ch211-81a5.8	560648
ZDB-GENE-060503-139	SO:0001217	tgm1l1	566581
ZDB-GENE-060503-14	SO:0001217	fgfr1b	567905
ZDB-GENE-060503-141	SO:0001217	endouc	562040
ZDB-GENE-060503-145	SO:0001217	si:dkey-14o18.2	566575
ZDB-GENE-060503-15	SO:0001217	si:ch211-191i18.4	799350
ZDB-GENE-060503-150	SO:0001217	tuft1b	100005886
ZDB-GENE-060503-153	SO:0001217	lpin2	558422
ZDB-GENE-060503-154	SO:0001217	arsg	564790
ZDB-GENE-060503-156	SO:0001217	ankib1a	566524
ZDB-GENE-060503-159	SO:0001217	olfcg3	100004682
ZDB-GENE-060503-16	SO:0001217	dennd1b	560720
ZDB-GENE-060503-160	SO:0001217	adarb2	558149
ZDB-GENE-060503-164	SO:0001217	eps8b	564779
ZDB-GENE-060503-169	SO:0001217	kctd3	569113
ZDB-GENE-060503-173	SO:0001217	tpk2	751683
ZDB-GENE-060503-179	SO:0001217	ptpn23b	560417
ZDB-GENE-060503-18	SO:0001217	si:ch211-198g14.4	108183944
ZDB-GENE-060503-180	SO:0001217	atxn10	100034473
ZDB-GENE-060503-181	SO:0001217	ensaa	569530
ZDB-GENE-060503-182	SO:0001217	tmem64	564172
ZDB-GENE-060503-183	SO:0001217	si:dkeyp-46h3.8	100536640
ZDB-GENE-060503-184	SO:0001217	si:dkeyp-80d11.4	101884405
ZDB-GENE-060503-185	SO:0001217	nuggc.2	100034474
ZDB-GENE-060503-186	SO:0001217	efna3a	100006460
ZDB-GENE-060503-19	SO:0001217	ngrn	569275
ZDB-GENE-060503-190	SO:0001217	fam110d	798535
ZDB-GENE-060503-191	SO:0001217	slc24a1	558299
ZDB-GENE-060503-193	SO:0001217	hcn3	560709
ZDB-GENE-060503-194	SO:0001217	znf516	100003866
ZDB-GENE-060503-195	SO:0001217	cep104	560451
ZDB-GENE-060503-196	SO:0001217	dock11	799686
ZDB-GENE-060503-199	SO:0001217	oxnad1	558500
ZDB-GENE-060503-2	SO:0001217	hecw1b	563730
ZDB-GENE-060503-201	SO:0001217	trim35-22	561381
ZDB-GENE-060503-203	SO:0001217	si:ch211-193k19.2	100034574
ZDB-GENE-060503-207	SO:0001217	kat2b	563942
ZDB-GENE-060503-208	SO:0001217	olfcq20	100004085
ZDB-GENE-060503-215	SO:0001217	tulp4a	557730
ZDB-GENE-060503-218	SO:0001217	fsd1	566722
ZDB-GENE-060503-219	SO:0001217	icam3	100334824
ZDB-GENE-060503-22	SO:0001217	map7d1a	565172
ZDB-GENE-060503-220	SO:0001217	crp3	100141350
ZDB-GENE-060503-223	SO:0001217	rad21b	566831
ZDB-GENE-060503-229	SO:0001217	fam133b	790942
ZDB-GENE-060503-231	SO:0001217	p3h3	553311
ZDB-GENE-060503-232	SO:0001217	ptprua	563584
ZDB-GENE-060503-233	SO:0001217	dad1	566527
ZDB-GENE-060503-234	SO:0001217	vwa7	100034575
ZDB-GENE-060503-238	SO:0001217	olfcs2	570726
ZDB-GENE-060503-240	SO:0001217	tinagl1	562116
ZDB-GENE-060503-243	SO:0001217	hapln4	559818
ZDB-GENE-060503-244	SO:0001217	ubap2l	100034477
ZDB-GENE-060503-246	SO:0001217	jarid2b	558456
ZDB-GENE-060503-248	SO:0001217	smad10a	560317
ZDB-GENE-060503-249	SO:0001217	pvrl2l	560933
ZDB-GENE-060503-252	SO:0001217	megf11	563468
ZDB-GENE-060503-253	SO:0001217	olfcg2	100004628
ZDB-GENE-060503-262	SO:0001217	si:dkey-33i11.9	569467
ZDB-GENE-060503-263	SO:0001217	ptpreb	569164
ZDB-GENE-060503-264	SO:0001217	olfcq16	571081
ZDB-GENE-060503-266	SO:0001217	xpr1b	558034
ZDB-GENE-060503-269	SO:0001217	si:dkey-78l4.11	100034478
ZDB-GENE-060503-27	SO:0001217	zbtb12.2	559081
ZDB-GENE-060503-270	SO:0001217	si:dkey-78l4.8	100034628
ZDB-GENE-060503-273	SO:0001217	smarcc1b	553471
ZDB-GENE-060503-274	SO:0001217	eps15l1a	568170
ZDB-GENE-060503-275	SO:0001217	lingo4a	100005227
ZDB-GENE-060503-278	SO:0001217	luzp2	100137118
ZDB-GENE-060503-28	SO:0001217	si:ch211-225k7.4	100002702
ZDB-GENE-060503-281	SO:0001217	rnf19b	562396
ZDB-GENE-060503-285	SO:0001217	dennd4a	558211
ZDB-GENE-060503-286	SO:0001217	cdh13	558732
ZDB-GENE-060503-289	SO:0001217	lrrc47	553404
ZDB-GENE-060503-290	SO:0001217	galr1a	567820
ZDB-GENE-060503-291	SO:0001217	wdr62	570949
ZDB-GENE-060503-292	SO:0001217	dynlt1a	100318879
ZDB-GENE-060503-293	SO:0001217	rftn1a	100149692
ZDB-GENE-060503-295	SO:0001217	trim35-23	561453
ZDB-GENE-060503-296	SO:0001217	si:ch211-188c18.1	100034480
ZDB-GENE-060503-297	SO:0001217	trit1	553523
ZDB-GENE-060503-3	SO:0001217	ipo8	555520
ZDB-GENE-060503-300	SO:0001217	si:ch211-198o12.4	555550
ZDB-GENE-060503-303	SO:0001217	tmem200b	101885131
ZDB-GENE-060503-307	SO:0001217	hpcal4	564909
ZDB-GENE-060503-309	SO:0001217	tmem181	557799
ZDB-GENE-060503-31	SO:0001217	shisa7b	100034520
ZDB-GENE-060503-310	SO:0001217	sh3bp5lb	558670
ZDB-GENE-060503-314	SO:0001217	crp1	570508
ZDB-GENE-060503-315	SO:0001217	syt2a	567877
ZDB-GENE-060503-317	SO:0001217	si:ch211-249c2.1	100008084
ZDB-GENE-060503-319	SO:0001217	zcchc14	796219
ZDB-GENE-060503-32	SO:0001217	si:ch211-234p6.10	570524
ZDB-GENE-060503-321	SO:0001217	nom1	557585
ZDB-GENE-060503-322	SO:0001217	cactin	100126813
ZDB-GENE-060503-323	SO:0001217	si:ch211-288d18.1	558401
ZDB-GENE-060503-324	SO:0001217	cacna1ia	566351
ZDB-GENE-060503-325	SO:0001217	vps50	100034394
ZDB-GENE-060503-329	SO:0001217	casd1	692268
ZDB-GENE-060503-330	SO:0001217	slc12a10.1	570849
ZDB-GENE-060503-331	SO:0001217	si:dkey-117n7.5	559444
ZDB-GENE-060503-332	SO:0001217	si:dkey-11n14.1	100534940
ZDB-GENE-060503-333	SO:0001217	clcn1a	795133
ZDB-GENE-060503-334	SO:0001217	trioa	557667
ZDB-GENE-060503-338	SO:0001217	tm6sf2b	791179
ZDB-GENE-060503-339	SO:0001217	baiap2l2b	564798
ZDB-GENE-060503-342	SO:0001217	ripor2	563800
ZDB-GENE-060503-343	SO:0001217	snapin	567959
ZDB-GENE-060503-344	SO:0001217	si:dkey-228a15.1	564472
ZDB-GENE-060503-348	SO:0001217	vps8	791134
ZDB-GENE-060503-35	SO:0001217	gmeb1	567701
ZDB-GENE-060503-350	SO:0001217	ppp1r18	570052
ZDB-GENE-060503-352	SO:0001217	si:dkey-284p5.3	557830
ZDB-GENE-060503-353	SO:0001217	si:dkey-28d5.10	799800
ZDB-GENE-060503-355	SO:0001217	bbs10	100034535
ZDB-GENE-060503-356	SO:0001217	si:dkey-31e10.1	794489
ZDB-GENE-060503-358	SO:0001217	tecpr2	569212
ZDB-GENE-060503-359	SO:0001217	olfcq17	555916
ZDB-GENE-060503-361	SO:0001217	ddr2b	559428
ZDB-GENE-060503-362	SO:0001217	xpr1a	100170805
ZDB-GENE-060503-364	SO:0001217	si:dkey-78l4.12	100034483
ZDB-GENE-060503-366	SO:0001217	edil3a	793444
ZDB-GENE-060503-367	SO:0001217	si:dkey-97m3.1	100034578
ZDB-GENE-060503-368	SO:0001217	cspg5b	559358
ZDB-GENE-060503-369	SO:0001217	shank3a	557701
ZDB-GENE-060503-371	SO:0001217	snx27a	566205
ZDB-GENE-060503-372	SO:0001217	pax1b	572108
ZDB-GENE-060503-374	SO:0001217	smap2	556132
ZDB-GENE-060503-376	SO:0001217	kmt2ba	560856
ZDB-GENE-060503-38	SO:0001217	tfpi2	560339
ZDB-GENE-060503-382	SO:0001217	trhrb	569382
ZDB-GENE-060503-386	SO:0001217	si:ch211-150o23.2	558029
ZDB-GENE-060503-388	SO:0001217	aftphb	100004990
ZDB-GENE-060503-390	SO:0001217	serpini1	557627
ZDB-GENE-060503-393	SO:0001217	si:ch211-194e15.5	100034579
ZDB-GENE-060503-396	SO:0001217	si:ch211-199g17.2	566074
ZDB-GENE-060503-397	SO:0001217	kcnn1b	570401
ZDB-GENE-060503-398	SO:0001217	plch1	566479
ZDB-GENE-060503-399	SO:0001217	lrp12	100034487
ZDB-GENE-060503-400	SO:0001217	rnf217	567287
ZDB-GENE-060503-408	SO:0001217	tab3	566547
ZDB-GENE-060503-413	SO:0001217	dlgap3	557556
ZDB-GENE-060503-414	SO:0001217	scxa	100034489
ZDB-GENE-060503-415	SO:0001217	jph3b	569861
ZDB-GENE-060503-416	SO:0001217	slc17a8	563467
ZDB-GENE-060503-418	SO:0001217	iffo1a	561664
ZDB-GENE-060503-420	SO:0001217	calcr	560268
ZDB-GENE-060503-425	SO:0001217	slc12a10.2	562834
ZDB-GENE-060503-427	SO:0001217	cpne4a	558729
ZDB-GENE-060503-431	SO:0001217	tent5bb	568893
ZDB-GENE-060503-433	SO:0001217	plekho1a	563283
ZDB-GENE-060503-436	SO:0001217	si:dkey-211g8.1	793537
ZDB-GENE-060503-437	SO:0001217	acot13	564010
ZDB-GENE-060503-439	SO:0001217	sytl1	777759
ZDB-GENE-060503-440	SO:0001217	cacng6a	100034580
ZDB-GENE-060503-443	SO:0001217	si:dkey-22o12.2	100000151
ZDB-GENE-060503-445	SO:0001217	nrm	570027
ZDB-GENE-060503-446	SO:0001217	si:dkey-27a13.3	100535782
ZDB-GENE-060503-447	SO:0001217	si:dkey-286j15.1	796378
ZDB-GENE-060503-448	SO:0001217	si:dkey-28d5.11	100334522
ZDB-GENE-060503-450	SO:0001217	si:dkey-30c15.17	561375
ZDB-GENE-060503-452	SO:0001217	ago3b	568159
ZDB-GENE-060503-454	SO:0001217	olfcq18	792647
ZDB-GENE-060503-457	SO:0001217	si:dkey-71l4.4	797610
ZDB-GENE-060503-458	SO:0001217	ptpn22	565606
ZDB-GENE-060503-461	SO:0001217	prf1.3	559849
ZDB-GENE-060503-462	SO:0001217	frs2a	559479
ZDB-GENE-060503-463	SO:0001217	slc35f1	555352
ZDB-GENE-060503-464	SO:0001217	rabl2	561568
ZDB-GENE-060503-466	SO:0001217	trim46b	100034631
ZDB-GENE-060503-468	SO:0001217	si:dkeyp-92c9.2	571482
ZDB-GENE-060503-47	SO:0001217	ppfibp1b	561961
ZDB-GENE-060503-471	SO:0001217	jhy	564457
ZDB-GENE-060503-472	SO:0001217	gpcpd1	492483
ZDB-GENE-060503-473	SO:0001217	si:ch211-113g11.6	559008
ZDB-GENE-060503-474	SO:0001217	si:ch211-117n7.6	555902
ZDB-GENE-060503-475	SO:0001217	pkhd1l1.1	569261
ZDB-GENE-060503-478	SO:0001217	unc13c	100034491
ZDB-GENE-060503-479	SO:0001217	si:ch211-150o23.3	799202
ZDB-GENE-060503-482	SO:0001217	cckbra	100137117
ZDB-GENE-060503-484	SO:0001217	trim35-25	561511
ZDB-GENE-060503-488	SO:0001217	col8a2	794479
ZDB-GENE-060503-489	SO:0001217	gpr3	796164
ZDB-GENE-060503-491	SO:0001217	capn1b	565106
ZDB-GENE-060503-492	SO:0001217	jazf1a	561144
ZDB-GENE-060503-496	SO:0001217	lrrc24	565790
ZDB-GENE-060503-499	SO:0001217	dyrk1b	556212
ZDB-GENE-060503-506	SO:0001217	si:ch211-250g4.3	557772
ZDB-GENE-060503-507	SO:0001217	ctnnal1	100034581
ZDB-GENE-060503-508	SO:0001217	cfap53	567344
ZDB-GENE-060503-511	SO:0001217	maneal	566679
ZDB-GENE-060503-518	SO:0001217	slc12a10.3	562763
ZDB-GENE-060503-519	SO:0001217	b4galnt3a	561505
ZDB-GENE-060503-52	SO:0001217	si:dkey-154b15.1	100007493
ZDB-GENE-060503-520	SO:0001217	aste1a	100006826
ZDB-GENE-060503-525	SO:0001217	elp2	560338
ZDB-GENE-060503-526	SO:0001217	vps45	561653
ZDB-GENE-060503-528	SO:0001217	si:dkey-20i20.2	100126809
ZDB-GENE-060503-530	SO:0001217	ptprfb	799867
ZDB-GENE-060503-536	SO:0001217	igf2bp2b	557028
ZDB-GENE-060503-538	SO:0001217	tmem79a	796128
ZDB-GENE-060503-539	SO:0001217	npr1a	560653
ZDB-GENE-060503-54	SO:0001217	lingo3a	567293
ZDB-GENE-060503-541	SO:0001217	si:dkey-28d5.12	559125
ZDB-GENE-060503-543	SO:0001217	si:dkey-30c15.2	558938
ZDB-GENE-060503-544	SO:0001217	slc26a4	563818
ZDB-GENE-060503-545	SO:0001217	slc9a3.1	568258
ZDB-GENE-060503-55	SO:0001217	si:dkey-184p18.2	768134
ZDB-GENE-060503-554	SO:0001217	inha	570520
ZDB-GENE-060503-555	SO:0001217	nkd3l	100034538
ZDB-GENE-060503-557	SO:0001217	trim35-30	100034496
ZDB-GENE-060503-562	SO:0001217	myo1g	571487
ZDB-GENE-060503-569	SO:0001217	si:ch211-117n7.7	751622
ZDB-GENE-060503-57	SO:0001217	aqp10b	100034395
ZDB-GENE-060503-571	SO:0001217	si:ch211-133n4.6	797776
ZDB-GENE-060503-575	SO:0001217	vars2	100170827
ZDB-GENE-060503-577	SO:0001217	si:ch211-15p9.2	562650
ZDB-GENE-060503-583	SO:0001217	atp9b	568160
ZDB-GENE-060503-584	SO:0001217	ahdc1	100536210
ZDB-GENE-060503-585	SO:0001217	slc5a5	561445
ZDB-GENE-060503-586	SO:0001217	pag1	100034498
ZDB-GENE-060503-587	SO:0001217	tax1bp1a	561219
ZDB-GENE-060503-592	SO:0001217	neu1	559850
ZDB-GENE-060503-6	SO:0001217	scin	566764
ZDB-GENE-060503-60	SO:0001217	chmp5a	558613
ZDB-GENE-060503-602	SO:0001217	abitram	560419
ZDB-GENE-060503-604	SO:0001217	scn1ba	555423
ZDB-GENE-060503-606	SO:0001217	chrna11	566141
ZDB-GENE-060503-607	SO:0001217	tspan33b	567512
ZDB-GENE-060503-608	SO:0001217	rnf115b	563879
ZDB-GENE-060503-609	SO:0001217	mrps18c	569841
ZDB-GENE-060503-612	SO:0001217	si:dkey-106c17.2	567437
ZDB-GENE-060503-615	SO:0001217	atp2c1	559574
ZDB-GENE-060503-616	SO:0001217	fam131ba	565996
ZDB-GENE-060503-619	SO:0001217	si:dkey-182g1.2	100005482
ZDB-GENE-060503-62	SO:0001217	ano2b	566373
ZDB-GENE-060503-620	SO:0001217	gabbr2	560267
ZDB-GENE-060503-624	SO:0001217	si:dkey-211g8.4	793729
ZDB-GENE-060503-627	SO:0001217	cycsa	100034500
ZDB-GENE-060503-628	SO:0001217	sult3st3	571461
ZDB-GENE-060503-63	SO:0001217	nkd3	566577
ZDB-GENE-060503-630	SO:0001217	olfcg1	100147940
ZDB-GENE-060503-631	SO:0001217	si:dkey-24p1.1	556718
ZDB-GENE-060503-632	SO:0001217	tspan9a	555341
ZDB-GENE-060503-634	SO:0001217	ints3	560575
ZDB-GENE-060503-635	SO:0001217	si:dkey-286j15.3	100038796
ZDB-GENE-060503-636	SO:0001217	si:dkey-28d5.13	100126116
ZDB-GENE-060503-638	SO:0001217	neto2b	100034584
ZDB-GENE-060503-64	SO:0001217	gpc5b	101886726
ZDB-GENE-060503-640	SO:0001217	slc9a3.2	568314
ZDB-GENE-060503-641	SO:0001217	olfcq11	556218
ZDB-GENE-060503-643	SO:0001217	si:dkey-59l11.7	100006836
ZDB-GENE-060503-645	SO:0001217	cand2	555955
ZDB-GENE-060503-649	SO:0001217	obsl1a	796577
ZDB-GENE-060503-651	SO:0001217	si:dkeyp-122a9.1	100034634
ZDB-GENE-060503-653	SO:0001217	sostdc1b	564783
ZDB-GENE-060503-655	SO:0001217	gatad2b	562045
ZDB-GENE-060503-656	SO:0001217	ccdc127b	792067
ZDB-GENE-060503-66	SO:0001217	olfcg4	100148438
ZDB-GENE-060503-660	SO:0001217	ppp1r9a	560862
ZDB-GENE-060503-662	SO:0001217	mipepa	100005953
ZDB-GENE-060503-664	SO:0001217	kdm4b	556504
ZDB-GENE-060503-666	SO:0001217	si:ch211-13c6.2	100000125
ZDB-GENE-060503-670	SO:0001217	trim108	568750
ZDB-GENE-060503-671	SO:0001217	mxra8a	562784
ZDB-GENE-060503-672	SO:0001217	zmym4.2	553317
ZDB-GENE-060503-673	SO:0001217	trim35-21	561579
ZDB-GENE-060503-674	SO:0001217	jtb	560832
ZDB-GENE-060503-675	SO:0001217	exosc5	751632
ZDB-GENE-060503-677	SO:0001217	nfatc1	568315
ZDB-GENE-060503-68	SO:0001217	nrsn1l	100007978
ZDB-GENE-060503-680	SO:0001217	tpd52	559992
ZDB-GENE-060503-681	SO:0001217	ppp1r8a	566830
ZDB-GENE-060503-682	SO:0001217	si:ch211-209l18.2	100148497
ZDB-GENE-060503-685	SO:0001217	si:ch211-215e19.3	100332384
ZDB-GENE-060503-688	SO:0001217	gramd1a	555994
ZDB-GENE-060503-69	SO:0001217	adcy2b	557902
ZDB-GENE-060503-692	SO:0001217	si:ch211-234p6.5	101883353
ZDB-GENE-060503-693	SO:0001217	loxl1	560115
ZDB-GENE-060503-699	SO:0001217	srcin1a	565863
ZDB-GENE-060503-70	SO:0001217	si:dkey-281i8.1	562856
ZDB-GENE-060503-704	SO:0001217	galnt12	559736
ZDB-GENE-060503-705	SO:0001217	phaf1	557406
ZDB-GENE-060503-706	SO:0001217	kcnj19a	569752
ZDB-GENE-060503-709	SO:0001217	thsd7aa	557991
ZDB-GENE-060503-710	SO:0001217	irak3	567444
ZDB-GENE-060503-715	SO:0001217	nphp4	560234
ZDB-GENE-060503-716	SO:0001217	si:dkey-208m12.2	100538282
ZDB-GENE-060503-718	SO:0001217	si:dkey-211g8.5	100034656
ZDB-GENE-060503-719	SO:0001217	grhl2b	100034503
ZDB-GENE-060503-72	SO:0001217	si:dkey-28d5.4	100002277
ZDB-GENE-060503-722	SO:0001217	sult3st5	571440
ZDB-GENE-060503-723	SO:0001217	ccdc40	568590
ZDB-GENE-060503-724	SO:0001217	olfcj1	100005028
ZDB-GENE-060503-729	SO:0001217	igsf9ba	567389
