ZFIN ID	SO ID	Symbol	NCBI Gene ID	
ZDB-GENE-030131-6091	SO:0001217	wu:fi34b01	100004448
ZDB-GENE-030131-6093	SO:0001217	alg1	334161
ZDB-GENE-030131-6098	SO:0001217	fam43a	334166
ZDB-GENE-030131-6099	SO:0001217	mknk2a	334167
ZDB-GENE-030131-6101	SO:0001217	ash1l	563799
ZDB-GENE-030131-6103	SO:0001217	wu:fi34e01	110438210
ZDB-GENE-030131-6104	SO:0001217	ror1	568282
ZDB-GENE-030131-6105	SO:0001217	baz1a	334173
ZDB-GENE-030131-6107	SO:0001217	hgs	334175
ZDB-GENE-030131-611	SO:0001217	ckmt1	321892
ZDB-GENE-030131-6110	SO:0001217	tmem131l	565444
ZDB-GENE-030131-6111	SO:0001217	wu:fi34g12	334179
ZDB-GENE-030131-6115	SO:0001217	bmp15	334183
ZDB-GENE-030131-6117	SO:0001217	dido1	553277
ZDB-GENE-030131-6119	SO:0001217	wu:fi35b07	334187
ZDB-GENE-030131-6121	SO:0001217	insig1	334189
ZDB-GENE-030131-6122	SO:0001217	spsb1	334190
ZDB-GENE-030131-6123	SO:0001217	ythdf3	334191
ZDB-GENE-030131-6124	SO:0001217	42sp43	570186
ZDB-GENE-030131-6125	SO:0001217	zgc:174906	571548
ZDB-GENE-030131-6127	SO:0001217	mat1a	334195
ZDB-GENE-030131-6129	SO:0001217	aldh7a1	334197
ZDB-GENE-030131-6132	SO:0001217	ifrd1	555178
ZDB-GENE-030131-6134	SO:0001217	plk3	334202
ZDB-GENE-030131-6135	SO:0001217	rnf34a	334203
ZDB-GENE-030131-6136	SO:0001217	tbc1d14	557744
ZDB-GENE-030131-6137	SO:0001217	fam3c	334205
ZDB-GENE-030131-6138	SO:0001217	osbpl2b	334206
ZDB-GENE-030131-6139	SO:0001217	wu:fi36a10	561689
ZDB-GENE-030131-614	SO:0001217	smndc1	572679
ZDB-GENE-030131-6140	SO:0001217	ldhd	334208
ZDB-GENE-030131-6141	SO:0001217	brd3a	327372
ZDB-GENE-030131-6142	SO:0001217	asb3	334210
ZDB-GENE-030131-6143	SO:0001217	wu:fi36c02	334211
ZDB-GENE-030131-6146	SO:0001217	ptcd1	570247
ZDB-GENE-030131-6149	SO:0001217	elovl7a	334217
ZDB-GENE-030131-6151	SO:0001217	zgc:77650	334219
ZDB-GENE-030131-6152	SO:0001217	mmp13b	100006896
ZDB-GENE-030131-6153	SO:0001217	tep1	100321823
ZDB-GENE-030131-6154	SO:0001217	hnrnpa0b	334222
ZDB-GENE-030131-6156	SO:0001217	wu:fi37a06	334224
ZDB-GENE-030131-616	SO:0001217	gnl3	321897
ZDB-GENE-030131-6161	SO:0001217	wu:fi37a12	334229
ZDB-GENE-030131-6166	SO:0001217	eif3c	334234
ZDB-GENE-030131-6168	SO:0001217	tinf2	566362
ZDB-GENE-030131-617	SO:0001217	psmd12	321898
ZDB-GENE-030131-6172	SO:0001217	zcchc10	334240
ZDB-GENE-030131-6174	SO:0001217	rabl6a	572091
ZDB-GENE-030131-6176	SO:0001217	mlst8	792689
ZDB-GENE-030131-6179	SO:0001217	wu:fi37e09	334247
ZDB-GENE-030131-618	SO:0001217	hnrnpa0l	321899
ZDB-GENE-030131-6180	SO:0001217	wu:fi37e10	334248
ZDB-GENE-030131-6182	SO:0001217	pimr109	560132
ZDB-GENE-030131-6183	SO:0001217	wu:fi37f07	334251
ZDB-GENE-030131-6184	SO:0001217	wu:fi37g03	334252
ZDB-GENE-030131-6185	SO:0001217	trim35-27	334253
ZDB-GENE-030131-6186	SO:0001217	entpd3	100005551
ZDB-GENE-030131-6188	SO:0001217	wu:fi38a10	334256
ZDB-GENE-030131-6189	SO:0001217	wu:fi38a11	334257
ZDB-GENE-030131-6192	SO:0001217	mgrn1a	793939
ZDB-GENE-030131-6199	SO:0001217	zpax4	798996
ZDB-GENE-030131-6201	SO:0001217	myom2a	334269
ZDB-GENE-030131-6202	SO:0001217	agk	334270
ZDB-GENE-030131-6203	SO:0001217	nufip1	334271
ZDB-GENE-030131-6205	SO:0001217	pls1	334273
ZDB-GENE-030131-6206	SO:0001217	myhc4	334274
ZDB-GENE-030131-6207	SO:0001217	wu:fi38g08	334275
ZDB-GENE-030131-6208	SO:0001217	ccdc71	557283
ZDB-GENE-030131-6210	SO:0001217	arhgef10	334278
ZDB-GENE-030131-6213	SO:0001217	zgc:174890	792547
ZDB-GENE-030131-6215	SO:0001217	ddx23	334283
ZDB-GENE-030131-6218	SO:0001217	niban2b	556540
ZDB-GENE-030131-6219	SO:0001217	znf609a	793767
ZDB-GENE-030131-6221	SO:0001217	clca1	334289
ZDB-GENE-030131-6223	SO:0001217	sufu	100001615
ZDB-GENE-030131-6224	SO:0001217	ints13	334292
ZDB-GENE-030131-6225	SO:0001217	fan1	565458
ZDB-GENE-030131-6226	SO:0001217	arap1a	571767
ZDB-GENE-030131-6228	SO:0001217	mtfr1l	334296
ZDB-GENE-030131-6229	SO:0001217	zgc:173544	793869
ZDB-GENE-030131-6232	SO:0001217	mark3a	334300
ZDB-GENE-030131-6237	SO:0001217	wu:fi40a06	562043
ZDB-GENE-030131-6238	SO:0001217	msto1	334306
ZDB-GENE-030131-6239	SO:0001217	zc3h15	334307
ZDB-GENE-030131-624	SO:0001217	phrf1	321905
ZDB-GENE-030131-6240	SO:0001217	pgp	792824
ZDB-GENE-030131-6241	SO:0001217	podxl2	563754
ZDB-GENE-030131-6242	SO:0001217	fam174c	334310
ZDB-GENE-030131-6243	SO:0001217	angptl1b	334311
ZDB-GENE-030131-6244	SO:0001217	znf644a	100007441
ZDB-GENE-030131-6246	SO:0001217	ibtk	572463
ZDB-GENE-030131-6247	SO:0001217	orc3	334315
ZDB-GENE-030131-6248	SO:0001217	brf1b	334316
ZDB-GENE-030131-6251	SO:0001217	ppil4	554886
ZDB-GENE-030131-6252	SO:0001217	cip2a	560948
ZDB-GENE-030131-6253	SO:0001217	akap13	327519
ZDB-GENE-030131-6256	SO:0001217	errfi1a	798009
ZDB-GENE-030131-6259	SO:0001217	ptpn4b	407634
ZDB-GENE-030131-6261	SO:0001217	wu:fi41a09	334329
ZDB-GENE-030131-6262	SO:0001217	wu:fi41a10	334330
ZDB-GENE-030131-6266	SO:0001217	ivns1abpb	334334
ZDB-GENE-030131-6268	SO:0001217	yars2	556702
ZDB-GENE-030131-6269	SO:0001217	ubqln4	334337
ZDB-GENE-030131-6275	SO:0001217	prr36a	560699
ZDB-GENE-030131-6279	SO:0001217	kdm4ab	334347
ZDB-GENE-030131-6282	SO:0001217	wu:fi42d10	334350
ZDB-GENE-030131-6283	SO:0001217	cuedc2	334351
ZDB-GENE-030131-6284	SO:0001217	wu:fi42e03	100002462
ZDB-GENE-030131-6285	SO:0001217	adad1	564818
ZDB-GENE-030131-6286	SO:0001217	wu:fi42f02	334354
ZDB-GENE-030131-6288	SO:0001217	sh3rf1	556523
ZDB-GENE-030131-6290	SO:0001217	wu:fi42h12	334358
ZDB-GENE-030131-6292	SO:0001217	hist1h2a6	100003969
ZDB-GENE-030131-6294	SO:0001217	nol6	334362
ZDB-GENE-030131-6296	SO:0001217	hira	568076
ZDB-GENE-030131-6298	SO:0001217	si:ch211-241e1.5	567583
ZDB-GENE-030131-6300	SO:0001217	lcorl	558430
ZDB-GENE-030131-6301	SO:0001217	si:ch211-214j24.10	558894
ZDB-GENE-030131-6302	SO:0001217	tm9sf2	334370
ZDB-GENE-030131-6304	SO:0001217	ecd	100003562
ZDB-GENE-030131-6305	SO:0001217	fbxw11a	334373
ZDB-GENE-030131-6306	SO:0001217	wu:fi43f08	334374
ZDB-GENE-030131-6308	SO:0001217	fam114a2	563599
ZDB-GENE-030131-6310	SO:0001217	wu:fi43h09	334378
ZDB-GENE-030131-6311	SO:0001217	arid2	566352
ZDB-GENE-030131-6312	SO:0001217	zmpste24	334380
ZDB-GENE-030131-6313	SO:0001217	wrap73	334381
ZDB-GENE-030131-6315	SO:0001217	zdhhc18b	334383
ZDB-GENE-030131-6317	SO:0001217	wu:fi45g07	334385
ZDB-GENE-030131-6318	SO:0001217	mbd1b	334386
ZDB-GENE-030131-6319	SO:0001217	wu:fi45h02	334387
ZDB-GENE-030131-6320	SO:0001217	chd8	568214
ZDB-GENE-030131-6321	SO:0001217	ankmy2a	334389
ZDB-GENE-030131-6322	SO:0001217	nfat5a	334390
ZDB-GENE-030131-6323	SO:0001217	cenpj	568957
ZDB-GENE-030131-6324	SO:0001217	wu:fi46h04	100329282
ZDB-GENE-030131-6325	SO:0001217	iars1	334393
ZDB-GENE-030131-6327	SO:0001217	slc43a1a	334395
ZDB-GENE-030131-6328	SO:0001217	tp53i11b	556618
ZDB-GENE-030131-6330	SO:0001217	senp6b	334398
ZDB-GENE-030131-6331	SO:0001217	snx19b	568980
ZDB-GENE-030131-6333	SO:0001217	bud13	564510
ZDB-GENE-030131-6334	SO:0001217	brf1a	334402
ZDB-GENE-030131-6336	SO:0001217	nkx2.4a	562300
ZDB-GENE-030131-6339	SO:0001217	wu:fi48c05	334407
ZDB-GENE-030131-6340	SO:0001217	wu:fi48d11	334408
ZDB-GENE-030131-6349	SO:0001217	nolc1	561131
ZDB-GENE-030131-6352	SO:0001217	ugp2b	334420
ZDB-GENE-030131-6353	SO:0001217	wu:fi56a02	334421
ZDB-GENE-030131-6354	SO:0001217	wu:fi56d12	334422
ZDB-GENE-030131-6356	SO:0001217	wu:fi56h12	334424
ZDB-GENE-030131-6363	SO:0001217	adsl	334431
ZDB-GENE-030131-6366	SO:0001217	zgc:162730	564559
ZDB-GENE-030131-6367	SO:0001217	plch2a	100334231
ZDB-GENE-030131-637	SO:0001217	wu:fb38d07	321918
ZDB-GENE-030131-6370	SO:0001217	tgm1l6	334438
ZDB-GENE-030131-6372	SO:0001217	stau1	334440
ZDB-GENE-030131-6375	SO:0001217	wu:fi68g01	334443
ZDB-GENE-030131-6376	SO:0001217	nobox	334444
ZDB-GENE-030131-6378	SO:0001217	heatr1	334446
ZDB-GENE-030131-638	SO:0001217	eprs1	562037
ZDB-GENE-030131-6380	SO:0001217	wu:fi70e04	334448
ZDB-GENE-030131-6381	SO:0001217	wu:fi71b02	334449
ZDB-GENE-030131-6383	SO:0001217	wu:fi71g09	334451
ZDB-GENE-030131-6385	SO:0001217	adnpb	100330315
ZDB-GENE-030131-6387	SO:0001217	exd2	334455
ZDB-GENE-030131-639	SO:0001217	wu:fb38d09	321920
ZDB-GENE-030131-6391	SO:0001217	si:ch211-113d11.5	334459
ZDB-GENE-030131-6392	SO:0001217	cdk5rap2	334460
ZDB-GENE-030131-6395	SO:0001217	wu:fi75a02	569699
ZDB-GENE-030131-6397	SO:0001217	ccnt1	334465
ZDB-GENE-030131-6399	SO:0001217	si:dkey-243i1.1	563653
ZDB-GENE-030131-6400	SO:0001217	nelfa	559677
ZDB-GENE-030131-6401	SO:0001217	toporsa	324197
ZDB-GENE-030131-6402	SO:0001217	foxk1	334470
ZDB-GENE-030131-6403	SO:0001217	larp6a	334471
ZDB-GENE-030131-6406	SO:0001217	taf3	334474
ZDB-GENE-030131-6407	SO:0001217	buc2l	100537720
ZDB-GENE-030131-6410	SO:0001217	tprb	558883
ZDB-GENE-030131-6414	SO:0001217	abcb5	798527
ZDB-GENE-030131-6419	SO:0001217	nfrkb	567709
ZDB-GENE-030131-642	SO:0001217	wu:fb38e05	321923
ZDB-GENE-030131-6420	SO:0001217	xrcc6	334488
ZDB-GENE-030131-6422	SO:0001217	hnrnpub	334490
ZDB-GENE-030131-6427	SO:0001217	wu:fi89f07	334495
ZDB-GENE-030131-6428	SO:0001217	rbm12bb	334496
ZDB-GENE-030131-6430	SO:0001217	wu:fj97a07	334498
ZDB-GENE-030131-6432	SO:0001217	scamp2l	334500
ZDB-GENE-030131-6435	SO:0001217	ric8b	334503
ZDB-GENE-030131-6443	SO:0001217	yipf3	334511
ZDB-GENE-030131-6444	SO:0001217	tasora	100331431
ZDB-GENE-030131-6445	SO:0001217	csnk1g2a	554152
ZDB-GENE-030131-6448	SO:0001217	glg1a	792865
ZDB-GENE-030131-6450	SO:0001217	zzz3	567022
ZDB-GENE-030131-6451	SO:0001217	rnf17	334519
ZDB-GENE-030131-6454	SO:0001217	si:ch211-189e2.3	100536102
ZDB-GENE-030131-6456	SO:0001217	phf21ab	565544
ZDB-GENE-030131-6458	SO:0001217	musk	334526
ZDB-GENE-030131-6459	SO:0001217	cap1	334527
ZDB-GENE-030131-6461	SO:0001217	aqp7	334529
ZDB-GENE-030131-6462	SO:0001217	senp1	100007636
ZDB-GENE-030131-6465	SO:0001217	wu:fj99a08	334533
ZDB-GENE-030131-6469	SO:0001217	wu:fj99b11	334537
ZDB-GENE-030131-647	SO:0001217	phgdh	321928
ZDB-GENE-030131-6471	SO:0001217	wu:fj99c08	334539
ZDB-GENE-030131-6472	SO:0001217	wu:fj99c09	334540
ZDB-GENE-030131-6474	SO:0001217	wu:fj99d11	101884837
ZDB-GENE-030131-6475	SO:0001217	wu:fj99e03	334543
ZDB-GENE-030131-6481	SO:0001217	wu:fj99f10	334549
ZDB-GENE-030131-6482	SO:0001217	strada	334550
ZDB-GENE-030131-6484	SO:0001217	wu:fj99g12	334552
ZDB-GENE-030131-6485	SO:0001217	mta3	100003254
ZDB-GENE-030131-6486	SO:0001217	wu:fj99h04	334554
ZDB-GENE-030131-6489	SO:0001217	zgc:173742	334557
ZDB-GENE-030131-649	SO:0001217	wu:fb38f08	321930
ZDB-GENE-030131-6493	SO:0001217	acsl4b	334561
ZDB-GENE-030131-6496	SO:0001217	st14a	678603
ZDB-GENE-030131-6497	SO:0001217	map4k5	334565
ZDB-GENE-030131-6498	SO:0001217	angel2	562704
ZDB-GENE-030131-650	SO:0001217	dhx15	321931
ZDB-GENE-030131-6500	SO:0001217	ndufv3	100537318
ZDB-GENE-030131-6502	SO:0001217	grik1a	798001
ZDB-GENE-030131-6503	SO:0001217	prkcda	334571
ZDB-GENE-030131-6505	SO:0001217	atl2	323665
ZDB-GENE-030131-6506	SO:0001217	mob1a	100005014
ZDB-GENE-030131-651	SO:0001217	hjv	321932
ZDB-GENE-030131-6514	SO:0001217	vdac1	334582
ZDB-GENE-030131-6517	SO:0001217	wu:fa13g09	334585
ZDB-GENE-030131-6520	SO:0001217	mrpl39	334588
ZDB-GENE-030131-6521	SO:0001217	wu:fa14a01	334589
ZDB-GENE-030131-6522	SO:0001217	wu:fa14a04	334590
ZDB-GENE-030131-6523	SO:0001217	ints1	562131
ZDB-GENE-030131-6529	SO:0001217	ppp1cbl	334597
ZDB-GENE-030131-6530	SO:0001217	wu:fa14c03	334598
ZDB-GENE-030131-6531	SO:0001217	synj2bp	334599
ZDB-GENE-030131-6538	SO:0001217	wu:fa14e06	334606
ZDB-GENE-030131-6540	SO:0001217	vapa	334608
ZDB-GENE-030131-6541	SO:0001217	wu:fa14f02	334609
ZDB-GENE-030131-6542	SO:0001217	wu:fa14f03	334610
ZDB-GENE-030131-6544	SO:0001217	eef1db	560745
ZDB-GENE-030131-6545	SO:0001217	fn1b	334613
ZDB-GENE-030131-6546	SO:0001217	wu:fa14g02	334614
ZDB-GENE-030131-6547	SO:0001217	psmc5	445285
ZDB-GENE-030131-6550	SO:0001217	eif4g2b	334618
ZDB-GENE-030131-6552	SO:0001217	wu:fa16a02	334620
ZDB-GENE-030131-6553	SO:0001217	wu:fa16a11	334621
ZDB-GENE-030131-6554	SO:0001217	anxa1b	353358
ZDB-GENE-030131-6555	SO:0001217	wu:fa16c05	334623
ZDB-GENE-030131-6559	SO:0001217	ubr5	334627
ZDB-GENE-030131-6560	SO:0001217	boc	334628
ZDB-GENE-030131-6563	SO:0001217	wu:fa16d12	334631
ZDB-GENE-030131-6564	SO:0001217	ap2b1	334632
ZDB-GENE-030131-6565	SO:0001217	sec24b	334633
ZDB-GENE-030131-657	SO:0001217	cyth1a	321938
ZDB-GENE-030131-6577	SO:0001217	phb	321346
ZDB-GENE-030131-658	SO:0001217	wu:fb38g10	321939
ZDB-GENE-030131-6583	SO:0001217	ywhaba	323055
ZDB-GENE-030131-6584	SO:0001217	pex26	334644
ZDB-GENE-030131-6586	SO:0001217	alg5	751635
ZDB-GENE-030131-6588	SO:0001217	ficd	334648
ZDB-GENE-030131-6595	SO:0001217	wu:fk46c10	334655
ZDB-GENE-030131-6596	SO:0001217	shisa10.1	558619
ZDB-GENE-030131-6598	SO:0001217	mbtps2	334658
ZDB-GENE-030131-6599	SO:0001217	wu:fk47b03	334659
ZDB-GENE-030131-66	SO:0001217	dnajc8	724001
ZDB-GENE-030131-660	SO:0001217	wu:fb38h01	321941
ZDB-GENE-030131-6600	SO:0001217	wu:fk47b06	334660
ZDB-GENE-030131-6602	SO:0001217	cox7b	563476
ZDB-GENE-030131-6605	SO:0001217	rdh14b	334665
ZDB-GENE-030131-6606	SO:0001217	fmo5	794311
ZDB-GENE-030131-6607	SO:0001217	rnf40	798088
ZDB-GENE-030131-6609	SO:0001217	polr2c	334669
ZDB-GENE-030131-6611	SO:0001217	ddx61	100007313
ZDB-GENE-030131-6616	SO:0001217	wu:fk49e12	334676
ZDB-GENE-030131-662	SO:0001217	ube2l3b	321943
ZDB-GENE-030131-6622	SO:0001217	wdr48b	334682
ZDB-GENE-030131-6624	SO:0001217	wu:fk50e10	334684
ZDB-GENE-030131-6626	SO:0001217	wu:fk50g02	334686
ZDB-GENE-030131-6631	SO:0001217	wu:fk51b04	334691
ZDB-GENE-030131-6633	SO:0001217	wu:fk51e09	334693
ZDB-GENE-030131-6634	SO:0001217	wu:fk51f04	334694
ZDB-GENE-030131-6638	SO:0001217	wu:fk52a08	334698
ZDB-GENE-030131-664	SO:0001217	ahsa1b	321945
ZDB-GENE-030131-6641	SO:0001217	rprd2a	334701
ZDB-GENE-030131-6642	SO:0001217	wu:fk52c03	334702
ZDB-GENE-030131-665	SO:0001217	wu:fb38h10	321946
ZDB-GENE-030131-6651	SO:0001217	wu:fa01b01	334711
ZDB-GENE-030131-6654	SO:0001217	tpp1	798347
ZDB-GENE-030131-6657	SO:0001217	banf1	334717
ZDB-GENE-030131-666	SO:0001217	psmc3	321947
ZDB-GENE-030131-6660	SO:0001217	wu:fa01c11	334720
ZDB-GENE-030131-6664	SO:0001217	anxa1a	334724
ZDB-GENE-030131-6665	SO:0001217	chrnd	404273
ZDB-GENE-030131-667	SO:0001217	ddx46	321948
ZDB-GENE-030131-6671	SO:0001217	vps41	563215
ZDB-GENE-030131-6682	SO:0001217	rilpl2	100004718
ZDB-GENE-030131-6686	SO:0001217	wu:fa02f10	334746
ZDB-GENE-030131-6688	SO:0001217	wu:fa02f12	334748
ZDB-GENE-030131-6689	SO:0001217	seh1l	334749
ZDB-GENE-030131-6690	SO:0001217	ckap2l	569937
ZDB-GENE-030131-6692	SO:0001217	psme3ip1	334752
ZDB-GENE-030131-6695	SO:0001217	sgcb	559788
ZDB-GENE-030131-6698	SO:0001217	wu:fa03a10	334758
ZDB-GENE-030131-6699	SO:0001217	zfhx2	795005
ZDB-GENE-030131-670	SO:0001217	ndufa10	321951
ZDB-GENE-030131-6701	SO:0001217	nfkb2	415100
ZDB-GENE-030131-6703	SO:0001217	wu:fa03b06	334763
ZDB-GENE-030131-6705	SO:0001217	ccdc142	569287
ZDB-GENE-030131-6710	SO:0001217	mfap2	556677
ZDB-GENE-030131-6714	SO:0001217	senp3b	565123
ZDB-GENE-030131-6719	SO:0001217	cpt2	100005717
ZDB-GENE-030131-6721	SO:0001217	wu:fa03e10	100004231
ZDB-GENE-030131-6722	SO:0001217	map4k4	103908625
ZDB-GENE-030131-6724	SO:0001217	rbm7	334784
ZDB-GENE-030131-6725	SO:0001217	tada3l	334785
ZDB-GENE-030131-6727	SO:0001217	wu:fa03f08	334787
ZDB-GENE-030131-6728	SO:0001217	wu:fa03f09	334788
ZDB-GENE-030131-6729	SO:0001217	fam83hb	565918
ZDB-GENE-030131-6730	SO:0001217	wu:fa03g05	334790
ZDB-GENE-030131-6734	SO:0001217	wu:fa03h09	334794
ZDB-GENE-030131-6735	SO:0001217	aip	334795
ZDB-GENE-030131-6736	SO:0001217	wu:fa04a04	334796
ZDB-GENE-030131-6738	SO:0001217	wu:fa04a07	334798
ZDB-GENE-030131-6750	SO:0001217	wu:fa04c02	334810
ZDB-GENE-030131-6757	SO:0001217	pmp22a	334817
ZDB-GENE-030131-6759	SO:0001217	si:dkey-92i17.2	563325
ZDB-GENE-030131-6760	SO:0001217	tnfrsf19	559725
ZDB-GENE-030131-6763	SO:0001217	wu:fa04e07	334823
ZDB-GENE-030131-6768	SO:0001217	wu:fa04f03	334828
ZDB-GENE-030131-6769	SO:0001217	wu:fa04f07	334829
ZDB-GENE-030131-6772	SO:0001217	wu:fa04g05	334832
ZDB-GENE-030131-6776	SO:0001217	acsl6	566863
ZDB-GENE-030131-6778	SO:0001217	rtf1	100000471
ZDB-GENE-030131-6779	SO:0001217	gtf2h4	334839
ZDB-GENE-030131-678	SO:0001217	wu:fb39d01	321959
ZDB-GENE-030131-6783	SO:0001217	wu:fa05a04	334843
ZDB-GENE-030131-6786	SO:0001217	wu:fa05b01	101882538
ZDB-GENE-030131-6788	SO:0001217	wu:fa05b09	334848
ZDB-GENE-030131-6789	SO:0001217	taf6l	557363
ZDB-GENE-030131-679	SO:0001217	wu:fb39e08	321960
ZDB-GENE-030131-6790	SO:0001217	wu:fa05b11	334850
ZDB-GENE-030131-6791	SO:0001217	wu:fa05c02	334851
ZDB-GENE-030131-6792	SO:0001217	wu:fa05c06	334852
ZDB-GENE-030131-6794	SO:0001217	gtf2e2	334854
ZDB-GENE-030131-6795	SO:0001217	picalmb	445286
ZDB-GENE-030131-6801	SO:0001217	wu:fa05e12	334861
ZDB-GENE-030131-6802	SO:0001217	wu:fa05f02	334862
ZDB-GENE-030131-6806	SO:0001217	wu:fa05f08	334866
ZDB-GENE-030131-6808	SO:0001217	cnppd1	334868
ZDB-GENE-030131-681	SO:0001217	mrtfab	559638
ZDB-GENE-030131-6813	SO:0001217	wu:fa06f10	334873
ZDB-GENE-030131-6815	SO:0001217	wu:fa06h01	334875
ZDB-GENE-030131-6822	SO:0001217	hdlbpb	555414
ZDB-GENE-030131-6823	SO:0001217	si:dkey-75a21.2	794385
ZDB-GENE-030131-683	SO:0001217	pgam5	492357
ZDB-GENE-030131-6830	SO:0001217	haus8	555850
ZDB-GENE-030131-6831	SO:0001217	wu:fa07d10	334891
ZDB-GENE-030131-6833	SO:0001217	wu:fa07e07	334893
ZDB-GENE-030131-6834	SO:0001217	wu:fa07e08	334894
ZDB-GENE-030131-6836	SO:0001217	wu:fa07g06	334896
ZDB-GENE-030131-6837	SO:0001217	rpe	334897
ZDB-GENE-030131-6839	SO:0001217	wu:fa07h10	334899
ZDB-GENE-030131-684	SO:0001217	tafazzin	321965
ZDB-GENE-030131-6841	SO:0001217	wu:fa08a03	334901
ZDB-GENE-030131-6844	SO:0001217	akap1b	556208
ZDB-GENE-030131-6847	SO:0001217	wu:fa08c11	334907
ZDB-GENE-030131-6849	SO:0001217	ptcd3	553325
ZDB-GENE-030131-6851	SO:0001217	sh3glb1b	334911
ZDB-GENE-030131-6858	SO:0001217	pfdn5	568182
ZDB-GENE-030131-686	SO:0001217	pms2	565276
ZDB-GENE-030131-6863	SO:0001217	wu:fa09g07	334923
ZDB-GENE-030131-6865	SO:0001217	wu:fa09g10	334925
ZDB-GENE-030131-687	SO:0001217	wu:fb39g08	321968
ZDB-GENE-030131-6870	SO:0001217	si:dkey-229b18.3	558830
ZDB-GENE-030131-6872	SO:0001217	mdm4	334932
ZDB-GENE-030131-6875	SO:0001217	plod1b	334935
ZDB-GENE-030131-6876	SO:0001217	trmt2a	334936
ZDB-GENE-030131-688	SO:0001217	glula	100000775
ZDB-GENE-030131-6885	SO:0001217	wu:fa10d10	334945
ZDB-GENE-030131-689	SO:0001217	wu:fb39g11	321970
ZDB-GENE-030131-6890	SO:0001217	wu:fa10f02	334950
ZDB-GENE-030131-6896	SO:0001217	larp7	334956
ZDB-GENE-030131-6897	SO:0001217	wu:fa10g06	334957
ZDB-GENE-030131-6898	SO:0001217	hnrnpm	555643
ZDB-GENE-030131-690	SO:0001217	wu:fb39g12	321971
ZDB-GENE-030131-6902	SO:0001217	wu:fa10h04	100006451
ZDB-GENE-030131-6905	SO:0001217	wu:fa11a02	334965
ZDB-GENE-030131-6909	SO:0001217	wu:fa11a07	334969
ZDB-GENE-030131-691	SO:0001217	wu:fb39h03	321972
ZDB-GENE-030131-6911	SO:0001217	calcoco1a	334971
ZDB-GENE-030131-6913	SO:0001217	ttf1.1	334973
ZDB-GENE-030131-6917	SO:0001217	wu:fa11b06	334977
ZDB-GENE-030131-6918	SO:0001217	wu:fa11b10	334978
ZDB-GENE-030131-6919	SO:0001217	wu:fa11b11	334979
ZDB-GENE-030131-6922	SO:0001217	yif1a	334982
ZDB-GENE-030131-6923	SO:0001217	wu:fa11c10	334983
ZDB-GENE-030131-6929	SO:0001217	wu:fa11d10	334989
ZDB-GENE-030131-693	SO:0001217	prmt1	321974
ZDB-GENE-030131-6931	SO:0001217	wu:fa11e03	334991
ZDB-GENE-030131-6933	SO:0001217	tns1b	555362
ZDB-GENE-030131-6935	SO:0001217	wu:fa11e07	334995
ZDB-GENE-030131-6936	SO:0001217	wu:fa11e08	334996
ZDB-GENE-030131-6942	SO:0001217	wu:fa11f07	335002
ZDB-GENE-030131-6946	SO:0001217	wu:fa11f12	335006
ZDB-GENE-030131-6948	SO:0001217	pla2g15	335008
ZDB-GENE-030131-695	SO:0001217	myo1b	541515
ZDB-GENE-030131-6955	SO:0001217	fam76b	335015
ZDB-GENE-030131-6959	SO:0001217	rapgef2b	557693
ZDB-GENE-030131-6960	SO:0001217	orc1	554509
ZDB-GENE-030131-6962	SO:0001217	wu:fa11h11	335022
ZDB-GENE-030131-6965	SO:0001217	atp6v1g1	335025
ZDB-GENE-030131-6966	SO:0001217	gpatch8	565404
ZDB-GENE-030131-6967	SO:0001217	wu:fa12a07	335027
ZDB-GENE-030131-6969	SO:0001217	wu:fa12a10	335029
ZDB-GENE-030131-6972	SO:0001217	rapgef6	335032
ZDB-GENE-030131-6975	SO:0001217	cep350	100004437
ZDB-GENE-030131-6976	SO:0001217	wu:fa12b11	335036
ZDB-GENE-030131-698	SO:0001217	safb	321979
ZDB-GENE-030131-6986	SO:0001217	ncl	767714
ZDB-GENE-030131-6989	SO:0001217	ebna1bp2	335049
ZDB-GENE-030131-6993	SO:0001217	wu:fa12e06	335053
ZDB-GENE-030131-6995	SO:0001217	wu:fa12e08	335055
ZDB-GENE-030131-6997	SO:0001217	znf462	335057
ZDB-GENE-030131-7000	SO:0001217	wu:fa12f04	335060
ZDB-GENE-030131-7002	SO:0001217	dcxr	550282
ZDB-GENE-030131-7003	SO:0001217	atad2	335063
ZDB-GENE-030131-7008	SO:0001217	wu:fa12h04	335068
ZDB-GENE-030131-7012	SO:0001217	si:ch1073-170o4.1	335072
ZDB-GENE-030131-7014	SO:0001217	wu:fw32f02	335074
ZDB-GENE-030131-7015	SO:0001217	fndc3a	100333097
ZDB-GENE-030131-7016	SO:0001217	ciarta	564009
ZDB-GENE-030131-7018	SO:0001217	wu:fk65c09	335078
ZDB-GENE-030131-7019	SO:0001217	qsox1	100004382
ZDB-GENE-030131-702	SO:0001217	wu:fb40a11	321983
ZDB-GENE-030131-7020	SO:0001217	wu:fk65d08	335080
ZDB-GENE-030131-7023	SO:0001217	capzb	335083
ZDB-GENE-030131-7028	SO:0001217	wu:fk66b06	335088
ZDB-GENE-030131-7030	SO:0001217	wu:fk66c03	335090
ZDB-GENE-030131-7031	SO:0001217	crema	555432
ZDB-GENE-030131-7035	SO:0001217	si:dkey-164f24.2	566607
