NCBI Gene ID	ZFIN ID	PValue	logFC
140633	ZDB-GENE-011220-2	0.407678133	-0.194754122
140634	ZDB-GENE-011219-1	0.38054732	0.447385296
140744	ZDB-GENE-020103-2	0.224065989	-0.39457983
140746	ZDB-GENE-020103-1	0.073565649	-0.697182531
140747	ZDB-GENE-020102-1	0.682393442	0.130470244
140811	ZDB-GENE-020108-1	0.097857122	-0.346609746
140814	ZDB-GENE-020111-3	0.237480669	-0.38434114
140815	ZDB-GENE-020111-2	0.719436395	0.098004557
140816	ZDB-GENE-020111-5	0.066991049	0.334950262
140817	ZDB-GENE-020111-4	0.349464155	-0.3055364
140818	ZDB-GENE-020107-1	0.123869276	0.404054968
140819	ZDB-GENE-020107-2	0.607098351	-0.112154531
140820	ZDB-GENE-020107-3	0.004076883	0.660026379
142985	ZDB-GENE-020117-2	0.320734991	0.308155825
142986	ZDB-GENE-020114-1	0.14336477	-0.208314929
142987	ZDB-GENE-020117-1	0.025661042	-0.476207302
170445	ZDB-GENE-020123-1	0.047125533	0.330176386
170446	ZDB-GENE-020122-1	0.207203398	-0.215681028
170450	ZDB-GENE-020125-3	0.0050749	0.689606682
170451	ZDB-GENE-020125-4	0.239793782	0.264871751
170452	ZDB-GENE-020125-5	0.009113099	0.43310608
170454	ZDB-GENE-020122-2	0.664142924	-0.055496333
170455	ZDB-GENE-020122-3	0.831801027	-0.061363453
170457	ZDB-GENE-020123-2	0.168821114	-0.210731287
170581	ZDB-GENE-020129-1	0.000459371	0.473035663
170781	ZDB-GENE-020208-1	0.489093378	-0.131939595
170782	ZDB-GENE-020213-1	0.854093542	0.041128531
170783	ZDB-GENE-020213-2	0.003562749	-0.688923462
170784	ZDB-GENE-020205-1	0.683894939	-0.047235922
170846	ZDB-GENE-020220-1	0.88621129	0.026234515
171094	ZDB-GENE-020509-1	0.342326138	-0.443574217
171465	ZDB-GENE-020312-1	0.328320121	-0.183872633
171474	ZDB-GENE-020320-5	0.800205026	0.046268681
171477	ZDB-GENE-020320-1	0.142996816	-0.380696556
171478	ZDB-GENE-020318-2	0.463317832	-0.21277819
171479	ZDB-GENE-020320-3	0.668059181	-0.18951836
171480	ZDB-GENE-020320-4	0.007134664	0.34952283
171481	ZDB-GENE-020318-1	0.758525275	-0.244301224
171585	ZDB-GENE-020326-1	0.743179217	0.138414148
192121	ZDB-GENE-020402-3	0.818626397	0.044658855
192124	ZDB-GENE-020402-1	0.386773655	-0.219241479
192294	ZDB-GENE-020416-5	0.395295271	0.405531385
192295	ZDB-GENE-020418-1	0.1436675	0.235203342
192297	ZDB-GENE-020419-12	0.440866511	-0.325353099
192298	ZDB-GENE-020418-2	0.271423724	-0.16467148
192299	ZDB-GENE-020419-2	0.453443875	0.383572279
192300	ZDB-GENE-020419-20	0.342509449	-0.38964639
192301	ZDB-GENE-020419-25	0.897239107	-0.081596075
192302	ZDB-GENE-020419-32	0.643773359	-0.110061286
192303	ZDB-GENE-020416-2	0.007492087	-0.555570051
192305	ZDB-GENE-020419-28	0.677704384	0.081045845
192307	ZDB-GENE-020419-19	0.706299993	-0.161201768
192309	ZDB-GENE-020416-3	0.430596289	-0.3331725
192311	ZDB-GENE-020419-13	0.046748105	-0.414561897
192312	ZDB-GENE-020419-35	0.2046248	-0.27480037
192314	ZDB-GENE-020419-34	0.167931914	0.284728065
192315	ZDB-GENE-020419-37	0.415880262	-0.149358911
192316	ZDB-GENE-020419-38	0.968947989	0.010916287
192317	ZDB-GENE-020419-39	0.515964809	-0.450500182
192318	ZDB-GENE-020419-22	0.041591017	-0.423725651
192321	ZDB-GENE-020419-9	0.845025029	-0.084781374
192322	ZDB-GENE-020415-2	0.067631874	-0.339920821
192323	ZDB-GENE-020419-4	0.010171943	-0.395727737
192324	ZDB-GENE-020419-7	0.446714071	-0.162322035
192325	ZDB-GENE-020419-31	0.583180697	0.186553252
192326	ZDB-GENE-020419-6	0.30604349	-0.433494638
192327	ZDB-GENE-020419-5	0.208980158	-0.318690239
192328	ZDB-GENE-020419-1	0.023390338	-0.739773056
192329	ZDB-GENE-020419-15	0.363494002	0.101828503
192330	ZDB-GENE-020419-26	0.088374685	-0.50781354
192331	ZDB-GENE-020419-14	0.371654228	-0.428076296
192332	ZDB-GENE-020419-21	0.001719167	-0.608758122
192333	ZDB-GENE-020419-27	0.96023822	-0.021408392
192334	ZDB-GENE-020419-3	0.906110125	0.04234141
192336	ZDB-GENE-020419-23	0.891804924	-0.04409505
192338	ZDB-GENE-020419-24	0.073628234	-0.45441612
192339	ZDB-GENE-020419-30	0.015074006	-0.362825888
192340	ZDB-GENE-020419-29	0.884075893	-0.038601641
192341	ZDB-GENE-020415-1	0.279503666	0.269265745
195815	ZDB-GENE-020424-3	0.472166732	0.129173392
195816	ZDB-GENE-020424-2	0.002062401	0.366288985
195817	ZDB-GENE-020424-4	0.892734862	-0.065957667
195818	ZDB-GENE-020426-1	8.17e-05	-0.468403021
195821	ZDB-GENE-020424-1	2.58e-05	1.518077263
195822	ZDB-GENE-020423-3	0.185011149	0.443575683
195823	ZDB-GENE-020423-4	0.802681905	-0.061963235
195824	ZDB-GENE-020423-2	0.937711512	0.016158852
245697	ZDB-GENE-020430-2	0.252727766	0.124552783
245698	ZDB-GENE-020430-3	0.633436374	0.061630108
245699	ZDB-GENE-020503-3	2.15e-05	-0.387740291
245700	ZDB-GENE-020503-4	0.000687135	1.101185932
245701	ZDB-GENE-020503-1	0.031359766	1.075462036
245702	ZDB-GENE-020503-2	0.09621087	0.693150451
245703	ZDB-GENE-020501-1	0.308788762	0.4411969
245946	ZDB-GENE-020507-2	0.504625988	0.226870984
245949	ZDB-GENE-020507-3	0.16866909	-0.31064623
245950	ZDB-GENE-020507-1	4.05e-06	-0.527838373
245951	ZDB-GENE-020506-1	0.859271204	-0.121841227
246090	ZDB-GENE-020513-1	0.965987873	-0.010562964
246091	ZDB-GENE-020516-1	0.524674094	0.111914284
246092	ZDB-GENE-020514-1	0.781478535	0.179038089
246093	ZDB-GENE-020515-1	0.018240564	-0.396567705
246094	ZDB-GENE-020513-2	0.036263866	-0.423740067
246095	ZDB-GENE-020513-3	0.000762585	-0.638998845
246222	ZDB-GENE-020529-1	0.847441741	0.029223841
246224	ZDB-GENE-020531-2	0.845881549	0.268501033
246225	ZDB-GENE-020531-1	0.003347173	-0.328557965
246226	ZDB-GENE-020530-1	0.821786717	0.054635874
246227	ZDB-GENE-020530-2	0.38881837	0.190996214
246275	ZDB-GENE-020604-1	0.472682277	0.159962115
252845	ZDB-GENE-020712-1	0.582594348	-0.103598344
252846	ZDB-GENE-020709-1	0.761043104	-0.083684747
252849	ZDB-GENE-020708-3	0.00517114	-0.810807529
252850	ZDB-GENE-020708-4	0.010107477	-0.31911453
252851	ZDB-GENE-020711-1	0.000649782	-0.788306881
252913	ZDB-GENE-020717-1	0.237772241	-0.344064998
259183	ZDB-GENE-020802-2	0.859744876	-0.052553347
259186	ZDB-GENE-020731-1	0.053046006	-0.214715557
259189	ZDB-GENE-020802-5	0.103496662	0.38465616
259190	ZDB-GENE-020802-3	0.002874032	-0.574532187
259191	ZDB-GENE-020731-6	0.611476256	-0.078392281
259192	ZDB-GENE-020731-4	0.103702891	0.274348584
259193	ZDB-GENE-020731-5	0.787209463	0.060358495
259194	ZDB-GENE-020801-3	0.012834487	-0.437824944
259195	ZDB-GENE-020802-4	0.724994411	-0.063589701
259250	ZDB-GENE-020808-1	0.104021962	0.224996392
259251	ZDB-GENE-020808-2	0.895980197	0.035803525
259252	ZDB-GENE-020806-5	0.649370631	-0.407063446
259255	ZDB-GENE-020806-1	0.780045174	-0.050955871
259256	ZDB-GENE-020809-3	0.353233356	0.808294882
259257	ZDB-GENE-020809-4	0.932883211	-0.060071326
259258	ZDB-GENE-020806-2	0.533864327	0.715248065
259260	ZDB-GENE-020806-3	0.039710956	-0.479256899
259303	ZDB-GENE-020812-1	0.024676551	0.501226865
259304	ZDB-GENE-020812-3	0.62001887	-0.237252461
259306	ZDB-GENE-020812-2	0.555667726	-0.616700245
260303	ZDB-GENE-020822-1	0.025455483	-0.332926345
260350	ZDB-GENE-020828-1	0.311812242	0.306668497
260351	ZDB-GENE-020829-1	0.985916686	-0.009502442
260407	ZDB-GENE-030819-1	0.068203497	0.35953212
260437	ZDB-GENE-020905-3	3.07e-05	-0.515262758
260439	ZDB-GENE-020905-2	0.985916686	-0.00270638
260440	ZDB-GENE-020905-1	0.020072394	-0.363211717
260441	ZDB-GENE-020905-4	7.68e-08	-0.635563767
266599	ZDB-GENE-020910-1	0.172445064	-0.431476575
266637	ZDB-GENE-020919-1	0.015137711	-0.361350751
266638	ZDB-GENE-020919-2	0.006082312	0.447851725
266640	ZDB-GENE-020919-3	0.41410171	-0.14155445
266676	ZDB-GENE-020925-1	0.973503941	-0.023733347
266721	ZDB-GENE-020930-1	0.888504807	-0.079593437
266748	ZDB-GENE-021008-1	0.490927519	-0.242025144
266749	ZDB-GENE-021011-2	0.001178532	-0.324621726
266750	ZDB-GENE-021010-1	0.47272496	-0.641382393
266751	ZDB-GENE-021010-2	0.715768239	-0.139182652
266753	ZDB-GENE-021003-1	9.96e-05	-0.580906355
266754	ZDB-GENE-021010-4	0.390483536	0.221019056
266756	ZDB-GENE-021007-1	0.004469764	0.349593407
266757	ZDB-GENE-021011-1	0.278730194	0.232683346
266794	ZDB-GENE-021016-1	0.004378277	-0.51126829
266796	ZDB-GENE-021016-2	0.508416008	-0.121170674
266797	ZDB-GENE-021015-3	0.001543052	-0.52016338
266798	ZDB-GENE-021015-2	0.946020974	0.019580168
266799	ZDB-GENE-021015-1	0.42685172	-0.295953547
266958	ZDB-GENE-030730-1	0.890700067	-0.052076785
266961	ZDB-GENE-021206-12	0.048106803	-0.729835191
266962	ZDB-GENE-040426-17	0.251366308	-0.199936981
266964	ZDB-GENE-021021-2	0.217095226	0.354121947
266965	ZDB-GENE-021021-1	0.227441292	0.407662324
266966	ZDB-GENE-021022-3	0.080204544	0.196314069
266981	ZDB-GENE-021030-2	0.900786006	0.023157507
266982	ZDB-GENE-021031-2	0.638354636	0.075742914
266983	ZDB-GENE-021031-1	0.579839992	-0.064792973
266985	ZDB-GENE-021028-1	0.162469868	-0.276575329
266987	ZDB-GENE-021030-3	0.414089978	-0.154177035
266988	ZDB-GENE-021031-5	0.133153846	0.297082473
266990	ZDB-GENE-021031-3	0.040560373	-0.342268142
266992	ZDB-GENE-021030-4	0.634729305	0.100305832
280646	ZDB-GENE-021115-6	0.814360675	0.046941702
280647	ZDB-GENE-021115-8	0.1246437	-0.275201062
280648	ZDB-GENE-021115-3	0.561883956	0.184663192
280649	ZDB-GENE-021115-7	0.374883304	0.439892686
280650	ZDB-GENE-021115-9	0.24268444	0.155598656
280651	ZDB-GENE-021115-5	0.611476256	-0.101638773
280652	ZDB-GENE-021115-4	0.000395861	-0.458986002
280653	ZDB-GENE-021115-2	0.882394377	-0.022346607
282554	ZDB-GENE-021119-1	0.821384452	-0.111938645
282555	ZDB-GENE-021118-1	0.848244009	-0.099017219
282557	ZDB-GENE-021119-2	0.905122052	0.05107758
282559	ZDB-GENE-021120-3	0.267423602	-0.222748605
282615	ZDB-GENE-021125-1	0.03243583	-0.305019501
282667	ZDB-GENE-021206-3	0.593387319	-0.107358279
282670	ZDB-GENE-021206-9	0.188829547	0.308584793
282671	ZDB-GENE-021206-10	0.004547426	-0.995733466
282673	ZDB-GENE-021206-13	0.107654708	0.322233885
282676	ZDB-GENE-021206-1	0.028515802	-0.395401581
282677	ZDB-GENE-021204-1	0.489036728	0.097511024
282678	ZDB-GENE-021206-14	0.617931974	0.235257148
286739	ZDB-GENE-021211-2	0.132640808	0.237052329
286740	ZDB-GENE-021210-1	0.976304274	0.007505011
286741	ZDB-GENE-021210-2	0.647066044	0.082942633
286745	ZDB-GENE-021212-1	0.932523869	0.022193345
286746	ZDB-GENE-021213-1	0.461934922	-0.117837507
286747	ZDB-GENE-021209-1	0.004333892	-0.502209437
286748	ZDB-GENE-021210-4	0.93334182	-0.035752398
286774	ZDB-GENE-021219-3	0.967116536	-0.024889429
286776	ZDB-GENE-021220-6	0.879417736	0.032306705
286777	ZDB-GENE-021220-2	0.70476835	-0.069768242
286778	ZDB-GENE-021219-1	0.159791562	-0.419765545
286779	ZDB-GENE-021219-2	0.634659156	-0.097960448
286784	ZDB-GENE-021217-3	0.364297347	0.112621795
286787	ZDB-GENE-021217-2	0.135565047	-0.225915048
286829	ZDB-GENE-021223-1	0.563445868	0.086026071
286830	ZDB-GENE-021226-1	1.31e-07	-0.60916934
286831	ZDB-GENE-021226-2	0.626781504	-0.104742074
286832	ZDB-GENE-021226-3	0.005188751	-0.426063697
286833	ZDB-GENE-021223-2	0.310672829	-0.651562848
286834	ZDB-GENE-021223-3	0.821762691	-0.072676303
286835	ZDB-GENE-021223-4	0.147090193	-0.618645698
30037	ZDB-GENE-980526-104	0.110240124	-0.348137363
30038	ZDB-GENE-980526-102	0.00901978	0.580778769
30065	ZDB-GENE-000210-17	0.205375529	0.193095667
30066	ZDB-GENE-000210-23	0.339061933	-0.123215351
30067	ZDB-GENE-000210-28	0.000688192	1.374918415
30068	ZDB-GENE-000210-20	0.089060437	0.231507111
30071	ZDB-GENE-991124-7	0.275852661	0.348792673
30072	ZDB-GENE-000210-21	0.603894222	-0.16640281
30076	ZDB-GENE-000210-31	0.197917657	0.611008948
30077	ZDB-GENE-000210-19	0.624542545	0.134003056
30079	ZDB-GENE-000210-15	0.955605675	0.012974331
30080	ZDB-GENE-990910-11	0.116902225	-0.407443331
30081	ZDB-GENE-980605-23	0.66904249	0.053372149
30082	ZDB-GENE-000210-25	0.468181951	0.099989634
30083	ZDB-GENE-000210-32	0.921074327	-0.069793844
30084	ZDB-GENE-000210-33	0.710862586	-0.162662686
30085	ZDB-GENE-000210-34	0.947763301	-0.021082202
30086	ZDB-GENE-000210-35	0.835665765	0.062739487
30093	ZDB-GENE-030716-1	0.044836884	0.704405731
30094	ZDB-GENE-991110-20	0.564124034	-0.116145492
30095	ZDB-GENE-980526-109	0.053301457	2.097540369
30096	ZDB-GENE-000208-4	0.015938125	-0.291247046
30098	ZDB-GENE-980526-299	0.669903058	0.178147148
30101	ZDB-GENE-990715-9	0.066024634	0.25891864
30104	ZDB-GENE-980526-55	0.247230947	0.450724174
30105	ZDB-GENE-980526-87	0.458654603	0.080624039
30112	ZDB-GENE-990706-5	0.008864886	-0.544260771
30113	ZDB-GENE-990715-10	0.001126614	-0.745386695
30115	ZDB-GENE-000208-20	0.769225491	-0.273122384
30116	ZDB-GENE-980526-150	4.54e-05	-0.483839423
30117	ZDB-GENE-980526-164	0.949379614	-0.025605503
30119	ZDB-GENE-990715-1	0.080609601	-0.624530499
30120	ZDB-GENE-000125-4	0.858805277	-0.051436397
30121	ZDB-GENE-980526-326	0.046416482	-0.322346694
30123	ZDB-GENE-980526-352	0.330554869	-0.253793096
30125	ZDB-GENE-980526-389	0.865514628	0.117666126
30126	ZDB-GENE-980526-404	0.336224511	-0.213719484
30127	ZDB-GENE-980526-416	0.126063895	1.141776062
30128	ZDB-GENE-980526-526	0.973501895	-0.018249948
30130	ZDB-GENE-991110-12	0.978559752	0.006143637
30131	ZDB-GENE-980526-29	0.548163316	-0.09407639
30138	ZDB-GENE-990415-47	0.479238706	-0.158998011
30140	ZDB-GENE-990630-14	2.18e-05	1.288898019
30141	ZDB-GENE-980526-114	0.193135066	-0.187691796
30144	ZDB-GENE-990415-279	0.116511385	-0.871776485
30147	ZDB-GENE-980526-112	0.520042994	-0.130173273
30148	ZDB-GENE-980526-221	0.171917472	0.312587693
30151	ZDB-GENE-990415-133	0.654811201	-0.138037394
30154	ZDB-GENE-990706-8	0.754660541	0.054941658
30155	ZDB-GENE-990714-19	0.046040271	0.321018455
30156	ZDB-GENE-990714-20	0.000672597	0.475040561
30157	ZDB-GENE-980526-562	0.998151069	0.000455671
30158	ZDB-GENE-980605-16	0.172526836	0.199312244
30159	ZDB-GENE-980605-20	0.085588761	-1.038309452
30161	ZDB-GENE-990415-33	0.287391682	0.323324089
30163		0.763066487	0.169753825
30164	ZDB-GENE-990714-27	0.000171072	-0.432111137
30166	ZDB-GENE-991209-8	0.656291049	0.109411618
30167	ZDB-GENE-991213-3	0.959615701	0.050781021
30169	ZDB-GENE-990415-172	0.758421265	-0.070136829
30171	ZDB-GENE-990415-278	0.562730188	0.30000184
30172	ZDB-GENE-990415-46	0.532963879	-0.136401396
30173	ZDB-GENE-990714-8	0.713251665	-0.302177978
30174	ZDB-GENE-991206-8	0.116438839	0.260901902
30175	ZDB-GENE-000210-6	0.058479011	0.564709325
30176	ZDB-GENE-000210-7	0.511741477	-0.179140241
30177	ZDB-GENE-980526-304	0.492825001	0.240779668
30180	ZDB-GENE-980526-442	0.959211465	-0.02761304
30181	ZDB-GENE-980526-44	0.055010036	-0.345324111
30183	ZDB-GENE-980526-527	0.270125779	0.143239691
30185	ZDB-GENE-991206-14	0.930853973	-0.020874455
30187	ZDB-GENE-000208-8	0.075918293	-0.217919104
30188	ZDB-GENE-980526-168	0.285108479	-2.101451111
30189	ZDB-GENE-980526-196	0.778794284	-0.085521757
30190	ZDB-GENE-980526-283	0.039969853	-0.955905233
30192	ZDB-GENE-990415-168	0.848661181	0.025926993
30194	ZDB-GENE-990415-30	0.413611555	-0.151455204
30196	ZDB-GENE-990630-13	0.048253828	0.297576036
30200	ZDB-GENE-980526-265	0.25416614	0.263522404
30201	ZDB-GENE-990415-160	0.094737019	0.490279173
30202	ZDB-GENE-990415-161	0.056943986	-0.487383964
30203	ZDB-GENE-990415-180	0.136700349	-0.250944165
30206	ZDB-GENE-990415-86	0.053275192	-0.247974293
30207	ZDB-GENE-991026-3	0.374146715	-0.197681215
30208	ZDB-GENE-000208-9	0.043644573	-0.288913142
30210	ZDB-GENE-980526-515	0.957219177	0.01046091
30211	ZDB-GENE-980526-71	0.064220213	-0.683050786
30212	ZDB-GENE-980528-2060	1.0	0.001865244
30214	ZDB-GENE-990415-131	0.593868677	0.087944845
30218	ZDB-GENE-990415-66	0.649419975	0.100448753
30219	ZDB-GENE-990415-67	0.040620897	-0.526420812
30221	ZDB-GENE-991119-4	0.083170305	-0.24096765
30222	ZDB-GENE-980526-176	0.942525159	-0.012552894
30223	ZDB-GENE-980526-186	0.025615205	1.171752624
30225	ZDB-GENE-980526-89	0.047740098	-0.279383054
30227	ZDB-GENE-990415-169	0.000614529	0.678305857
30228	ZDB-GENE-990415-206	0.664504329	-0.121755546
30230	ZDB-GENE-990415-83	0.017179924	-0.401347442
30231	ZDB-GENE-991008-17	0.221988822	-0.416092099
30232	ZDB-GENE-991008-18	0.450553101	-0.221178789
30234	ZDB-GENE-990415-262	0.041671169	-0.20970826
30236	ZDB-GENE-991105-4	0.908804341	0.020700801
30237	ZDB-GENE-980526-188	0.040793897	-2.013184163
30238	ZDB-GENE-980526-40	0.940560819	-0.020668601
30239	ZDB-GENE-990415-174	0.146613492	-0.331014378
30240	ZDB-GENE-990415-73	0.076604499	-0.365549306
30242	ZDB-GENE-991111-5	0.623652601	-0.152108171
30243	ZDB-GENE-980526-167	0.701378196	0.11099887
30244	ZDB-GENE-980526-216	0.351689767	0.308300504
30245	ZDB-GENE-980526-558	0.913805774	-0.040253123
30248	ZDB-GENE-000208-17	0.729391085	-0.103872388
30250	ZDB-GENE-990715-2	0.949379614	-0.012176332
30252	ZDB-GENE-990715-8	0.712460252	-0.079236092
30254	ZDB-GENE-980526-171	0.322139527	0.351999896
30255	ZDB-GENE-980526-35	0.023045146	-0.501986785
30256	ZDB-GENE-980526-464	0.341564597	0.170492981
30259	ZDB-GENE-990415-207	0.448547159	-0.145098159
30260	ZDB-GENE-990415-75	0.926422691	-0.122448512
30263	ZDB-GENE-990415-272	0.964209671	-0.02170768
30264	ZDB-GENE-990615-5	0.797546963	0.171976984
30265	ZDB-GENE-980526-362	0.042652514	-0.25010385
30266	ZDB-GENE-991209-3	0.000421231	-0.65440437
30267	ZDB-GENE-991209-6	0.013415118	0.622888155
30268	ZDB-GENE-000208-28	1.0	-0.648351277
30269	ZDB-GENE-980526-166	0.829346321	-0.057986748
30270	ZDB-GENE-990415-176	0.742477195	-0.135627667
30271	ZDB-GENE-990415-244	0.206244489	0.17427749
30273	ZDB-GENE-990415-255	0.350562558	0.192675834
30274	ZDB-GENE-990415-267	0.480653026	-0.078083365
30275	ZDB-GENE-990415-2	0.973453039	-0.007311469
30276	ZDB-GENE-990415-38	0.598491996	0.102823457
30277	ZDB-GENE-990621-1	0.871197006	0.035788345
30280	ZDB-GENE-980526-142	0.000926532	-1.104073721
30281	ZDB-GENE-980526-438	0.47661696	0.489272211
30283	ZDB-GENE-980526-249	0.004483574	-0.381226164
30285	ZDB-GENE-990415-90	0.116257244	1.335035516
30286	ZDB-GENE-980526-124	0.046593946	-0.252297222
30289	ZDB-GENE-980526-204	0.15770117	-0.784465783
30291	ZDB-GENE-990415-171	0.08160674	-0.180685367
30295	ZDB-GENE-990415-271	0.00016008	-1.732455977
30296	ZDB-GENE-990708-6	0.460766986	0.143497271
30297	ZDB-GENE-991207-1	0.16015959	-0.264672206
30298	ZDB-GENE-980526-123	2.12e-06	-0.434080229
30299	ZDB-GENE-980526-135	0.059839208	0.559851657
30300	ZDB-GENE-980526-274	0.902010098	0.04570211
30301		0.043425959	0.595786501
30304	ZDB-GENE-990415-198	0.84250502	0.115342807
30307	ZDB-GENE-980526-481	0.522154582	-0.153947814
30308	ZDB-GENE-980526-524	0.017915436	-0.702067398
30310	ZDB-GENE-990415-51	0.301833696	0.422314611
30311	ZDB-GENE-990415-58	0.168890982	0.521549748
30313	ZDB-GENE-990415-60	0.00401296	-0.326964077
30314	ZDB-GENE-980526-368	0.28107474	-0.276715514
30315	ZDB-GENE-990415-277	0.044582932	-0.419050871
30316	ZDB-GENE-990708-7	0.695690909	-0.074487142
30321	ZDB-GENE-980526-140	0.721125744	0.052939016
30324	ZDB-GENE-990415-269	0.675591867	-0.195643258
30325	ZDB-GENE-990415-98	0.985889637	0.005751645
30327	ZDB-GENE-991008-6	0.050229778	-0.557249023
30331	ZDB-GENE-980526-39	0.697334262	0.122563593
30332	ZDB-GENE-980526-419	0.203732732	-0.338177392
30333	ZDB-GENE-980526-485	0.770147327	0.152728088
30334	ZDB-GENE-980526-530	0.169120045	0.244721081
30335	ZDB-GENE-980526-69	0.375796366	0.394614848
30337	ZDB-GENE-990415-101	0.436032926	-0.508143751
30338	ZDB-GENE-990415-103	0.696450211	-0.078523689
30339	ZDB-GENE-990415-104	0.212493297	-0.134771108
30343	ZDB-GENE-990415-108	3.2e-10	-1.196526985
30344	ZDB-GENE-990415-109	0.206251614	0.179188656
30349	ZDB-GENE-990415-120	0.986395005	-0.002420522
30350	ZDB-GENE-990415-121	0.800867041	-0.069706926
30354	ZDB-GENE-990415-139	0.067561446	-0.348368723
30355	ZDB-GENE-990415-14	0.632895464	-0.243466292
30356	ZDB-GENE-990415-190	0.355084233	-0.504310097
30363	ZDB-GENE-990415-217	0.001223396	0.38341591
30364	ZDB-GENE-990415-218	0.792036206	-0.073677477
30366	ZDB-GENE-990415-220	0.025974511	-0.262409353
30370	ZDB-GENE-990415-224	0.529974152	-0.091853988
30374	ZDB-GENE-980526-290	0.346063857	-1.228373554
30377	ZDB-GENE-980526-343	0.797886619	0.222435723
30380	ZDB-GENE-990415-166	0.021851942	-0.349751809
30381	ZDB-GENE-990415-44	3.81e-07	-1.122755808
30382	ZDB-GENE-990415-4	0.082092569	0.417436513
30384	ZDB-GENE-990621-5	0.256930156	0.429079584
30386	ZDB-GENE-980526-220	0.013557792	-0.313396665
30387	ZDB-GENE-990415-215	0.007910449	0.595818536
30388	ZDB-GENE-990415-216	0.110806968	-0.741311159
30391	ZDB-GENE-990415-97	0.562970091	0.10916888
30394	ZDB-GENE-000128-8	0.018994648	0.645314954
30395	ZDB-GENE-980526-235	0.091642236	-0.392490735
30396	ZDB-GENE-980526-335	0.043761584	0.233293863
30397	ZDB-GENE-980526-370	0.252433655	0.235771958
30398	ZDB-GENE-980526-372	0.0052312	0.817474726
30399	ZDB-GENE-980526-437	0.991176414	-0.003240735
30400	ZDB-GENE-980526-88	0.058202142	0.7307162
30403	ZDB-GENE-990415-111	0.218526486	0.275570099
30404	ZDB-GENE-990415-116	0.830690549	-0.086238292
30405	ZDB-GENE-990415-117	0.268217621	-0.255324865
30407	ZDB-GENE-990415-119	0.347374058	-0.291005619
30412	ZDB-GENE-990415-229	0.008468768	-0.312010298
30415	ZDB-GENE-991207-22	0.24597549	0.201464794
30416	ZDB-GENE-000128-11	0.483149595	-0.178487477
30417	ZDB-GENE-000128-13	0.943632911	-0.036944154
30418	ZDB-GENE-980526-115	0.307099036	-0.123917054
30421	ZDB-GENE-980526-532	0.970703031	0.007671705
30424	ZDB-GENE-990415-252	0.210459337	0.178780645
30425	ZDB-GENE-990415-8	0.533864327	0.084725973
30427	ZDB-GENE-990415-253	0.218635673	-0.168032585
30428	ZDB-GENE-990415-29	0.351270139	0.197046706
30429	ZDB-GENE-990712-15	0.13953532	0.382626049
30430	ZDB-GENE-990714-15	0.035596106	-0.230375178
30431	ZDB-GENE-990714-29	0.001611323	0.544388344
30432	ZDB-GENE-990715-16	0.990257674	0.004719856
30436	ZDB-GENE-990712-18	0.390800871	0.166719703
30438	ZDB-GENE-980526-365	0.064450645	0.494412445
30440	ZDB-GENE-990603-6	0.16408579	-0.257505155
30441	ZDB-GENE-991019-9	0.227247896	-0.391462329
30442	ZDB-GENE-980526-16	0.001268615	0.74753293
30443		0.195331113	-0.675204595
30444	ZDB-GENE-980526-41	0.01584892	-0.448304946
30445	ZDB-GENE-990415-248	0.76352443	-0.053429232
30447	ZDB-GENE-990415-31	0.042961904	0.237508173
30449	ZDB-GENE-990415-93	0.731268125	0.095219896
30450	ZDB-GENE-990706-2	0.000116327	-0.45549545
30452	ZDB-GENE-991228-4	0.175277467	-0.217114212
30453	ZDB-GENE-000208-21	0.079655049	-0.320060725
30455	ZDB-GENE-980526-131	0.652813212	-0.112098277
30456	ZDB-GENE-980526-242	0.37296922	0.25553859
30457	ZDB-GENE-980526-549	0.024945045	0.836865703
30458	ZDB-GENE-990415-82	1.19e-09	-0.771277333
30459	ZDB-GENE-991229-12	0.817159493	-0.11344966
30461	ZDB-GENE-980526-170	0.098390431	-0.130280001
30462	ZDB-GENE-980526-27	0.164915872	-0.326361204
30463	ZDB-GENE-980526-347	0.79878328	0.041232924
30464	ZDB-GENE-980526-36	0.324646721	-0.186014664
30465	ZDB-GENE-980526-484	8.78e-05	-0.677032311
30466	ZDB-GENE-980526-90	0.858805277	0.048155479
30467	ZDB-GENE-990415-152	0.882538987	-0.018815464
30468	ZDB-GENE-990415-167	0.678854209	-0.054481771
30470	ZDB-GENE-990415-20	0.80290952	-0.051049983
30471	ZDB-GENE-990415-230	0.012153311	0.307151562
30472	ZDB-GENE-990415-236	0.722726511	0.091026523
30473	ZDB-GENE-990415-237	0.000416623	-0.834457492
30474	ZDB-GENE-990415-238	0.539238968	-0.224312203
30475	ZDB-GENE-990415-57	0.22233525	-0.204747983
30476	ZDB-GENE-990712-17	0.608607591	0.090408083
30477	ZDB-GENE-990714-24	0.245702002	-0.26438508
30478	ZDB-GENE-980526-174	0.033809149	-0.452627396
30479	ZDB-GENE-980526-215	0.270309558	-0.219020889
30480	ZDB-GENE-980526-260	0.045893922	-0.270914683
30482	ZDB-GENE-980526-340	0.111480147	-0.22744492
30483	ZDB-GENE-980526-476	0.821426201	-0.157867824
30486	ZDB-GENE-990415-242	0.048799337	0.684907467
30488	ZDB-GENE-990415-28	0.239022044	-0.165306998
30491	ZDB-GENE-990415-36	0.896851145	-0.073223989
