NCBI Gene ID	ZFIN ID	PValue	logFC
445055	ZDB-GENE-040801-185	0.08573064	-0.287321881
445057	ZDB-GENE-040801-188	0.37399863	-0.235007616
445058	ZDB-GENE-040801-189	0.63173456	0.224192545
445059	ZDB-GENE-040801-190	0.129165947	0.464027528
445060	ZDB-GENE-040801-191	0.666368328	-0.115130992
445061	ZDB-GENE-040801-192	0.738013475	0.090598663
445062	ZDB-GENE-040801-193	0.641413052	-0.209083358
445063	ZDB-GENE-040801-194	0.909347097	0.032252937
445065	ZDB-GENE-040801-196	0.839354942	0.085602773
445066	ZDB-GENE-040801-197	0.645705125	0.125433956
445069	ZDB-GENE-040801-200	0.909509532	0.030809266
445070	ZDB-GENE-040801-201	0.981422103	-0.016264797
445073	ZDB-GENE-040801-205	0.619597636	0.305755068
445074	ZDB-GENE-040801-206	0.065092363	0.534564779
445075	ZDB-GENE-040801-207	0.983527476	-0.007201401
445076	ZDB-GENE-040801-208	0.025698384	-0.357062838
445077	ZDB-GENE-040801-210	0.481697028	0.145569713
445079	ZDB-GENE-040801-212	0.653234223	0.105500512
445080	ZDB-GENE-040801-213	0.952537717	0.024645053
445081	ZDB-GENE-040801-215	0.96034299	-0.018630196
445082	ZDB-GENE-040801-216	0.084305633	0.369683546
445083	ZDB-GENE-040801-217	0.00039226	-0.978878942
445084	ZDB-GENE-040801-218	0.849203617	0.086269092
445085	ZDB-GENE-040801-220	0.91774431	0.034548856
445086	ZDB-GENE-040801-221	0.62707705	-0.156429223
445087	ZDB-GENE-040801-222	0.661569893	0.134246593
445089	ZDB-GENE-040801-225	0.604351933	0.127547551
445090	ZDB-GENE-040801-226	0.824923925	0.360750414
445091	ZDB-GENE-050417-341	0.119817155	-0.287420132
445092	ZDB-GENE-040801-228	0.042258147	0.331557248
445093	ZDB-GENE-040801-229	0.300393776	-0.355094757
445094	ZDB-GENE-040801-230	0.387830037	-0.146584114
445095	ZDB-GENE-040801-231	0.759933335	0.175337055
445096	ZDB-GENE-040801-233	0.384078972	0.247499226
445097	ZDB-GENE-040801-234	0.016014476	-0.472705134
445098	ZDB-GENE-040801-235	0.184055444	0.27735908
445099	ZDB-GENE-040801-236	0.782868623	-0.273577618
445100	ZDB-GENE-040801-237	0.661000615	-0.062523937
445101	ZDB-GENE-040801-238	0.001978708	-1.027874986
445102	ZDB-GENE-040801-239	0.000926532	-0.538623525
445104	ZDB-GENE-040801-241	0.015775404	-0.556203094
445105	ZDB-GENE-040801-242	0.351942924	-0.219926174
445106	ZDB-GENE-040724-124	0.386722511	0.159771388
445107	ZDB-GENE-010724-2	0.00331366	-0.498008202
445108	ZDB-GENE-040801-245	0.585985664	-0.820265515
445110	ZDB-GENE-040801-247	0.535712831	-0.099946618
445111	ZDB-GENE-040801-248	0.375892258	-0.144796533
445114	ZDB-GENE-040801-251	0.986947373	-0.007616282
445116	ZDB-GENE-040801-253	0.636558404	0.180880468
445118	ZDB-GENE-031001-4	0.64968995	-0.133835837
445119	ZDB-GENE-040801-257	0.326147457	-0.174312079
445120	ZDB-GENE-040801-260	0.801727532	0.053359305
445121	ZDB-GENE-040801-261	0.759933335	-0.086679088
445122	ZDB-GENE-040801-18	0.453212472	0.260905684
445123	ZDB-GENE-040801-20	0.905751432	0.027769264
445125	ZDB-GENE-040801-22	0.030523041	-0.389734608
445126	ZDB-GENE-040801-23	0.086311482	-0.462754034
445127	ZDB-GENE-040801-24	0.066530901	0.372207129
445128	ZDB-GENE-040801-25	0.007167443	0.36720495
445130	ZDB-GENE-040801-27	0.142455018	-0.169753001
445131	ZDB-GENE-040801-32	0.975918357	0.009658065
445133	ZDB-GENE-040801-34	0.840985049	-0.074374408
445134	ZDB-GENE-041014-242	0.304279593	0.205775252
445136	ZDB-GENE-040801-37	0.974963401	-0.023169253
445137	ZDB-GENE-040801-38	0.293449114	0.261288479
445138	ZDB-GENE-040801-39	0.002848452	-0.539541616
445139	ZDB-GENE-040801-40	2.92e-06	0.86318917
445140	ZDB-GENE-040801-41	0.768726493	-0.071430049
445141	ZDB-GENE-010501-3	0.350426908	0.19747499
445142	ZDB-GENE-040801-43	0.0225983	-0.841428314
445143	ZDB-GENE-040801-45	0.016332753	1.097405287
445144	ZDB-GENE-040801-46	0.363399324	0.339738168
445147	ZDB-GENE-040801-51	0.998151069	-0.000623043
445149	ZDB-GENE-040801-54	0.158152602	0.16127429
445150	ZDB-GENE-040801-55	0.993955182	0.002613485
445151	ZDB-GENE-040801-58	0.995284409	0.001163696
445153	ZDB-GENE-050309-102	0.01992316	0.249004001
445154	ZDB-GENE-040801-62	0.18510544	0.265171814
445155	ZDB-GENE-040801-63	0.015978302	0.644958087
445156	ZDB-GENE-040801-64	0.084305535	0.202972701
445157	ZDB-GENE-040801-68	0.600708164	0.143168585
445158	ZDB-GENE-040801-69	0.017842503	-0.688649573
445159	ZDB-GENE-040801-71	0.167599946	0.270732846
445160	ZDB-GENE-040801-72	0.0085301	-0.610616605
445161	ZDB-GENE-040801-74	0.903119247	-0.051442326
445162	ZDB-GENE-040801-75	0.180617792	0.322306301
445163	ZDB-GENE-040801-76	0.345198243	-0.405730784
445164	ZDB-GENE-040801-77	0.250259387	-0.281213059
445165	ZDB-GENE-040801-78	0.000812395	-0.540108144
445166	ZDB-GENE-040801-79	0.145900105	-0.350529601
445167	ZDB-GENE-040801-80	0.367226764	-0.260078134
445168	ZDB-GENE-041210-281	0.463269894	0.269624964
445169	ZDB-GENE-040801-82	0.175782325	-0.817778502
445170	ZDB-GENE-040801-83	0.496571237	-0.191315981
445172	ZDB-GENE-040801-85	0.721566858	-0.087716461
445173	ZDB-GENE-040801-86	0.641761768	-0.142880626
445174	ZDB-GENE-040801-87	0.010965497	0.35691436
445175	ZDB-GENE-040801-88	0.705881984	0.12231449
445177	ZDB-GENE-040801-90	0.631211907	-0.135300586
445178	ZDB-GENE-040801-91	0.631640654	0.08720979
445181	ZDB-GENE-040801-94	0.644207262	0.113303085
445182	ZDB-GENE-040801-95	0.119791485	0.329660284
445184	ZDB-GENE-040801-97	0.937725152	-0.027025439
445186	ZDB-GENE-040801-99	0.482087978	-0.108792695
445187	ZDB-GENE-040801-100	0.342537395	-0.146626824
445189	ZDB-GENE-030131-1798	0.72333139	-0.158808504
445190	ZDB-GENE-040801-103	0.316200492	0.251111301
445191	ZDB-GENE-040801-104	0.935742151	-0.035213714
445192	ZDB-GENE-040801-105	0.241101742	-0.494279537
445194	ZDB-GENE-040801-107	0.00755603	-0.571860044
445196	ZDB-GENE-040801-109	0.603685379	-0.118085734
445197	ZDB-GENE-040801-110	0.001197048	1.050030213
445198	ZDB-GENE-040801-111	0.37270826	0.375684817
445199	ZDB-GENE-040801-112	0.02663049	-0.551728571
445200	ZDB-GENE-040801-113	0.960301043	-0.022312321
445201	ZDB-GENE-040801-114	5.52e-07	0.934433237
445202	ZDB-GENE-040801-115	0.914952353	0.040738098
445203	ZDB-GENE-040801-116	0.966664849	-0.014632633
445204	ZDB-GENE-020416-1	0.171915951	0.390813586
445205	ZDB-GENE-040801-118	0.854481872	-0.038974351
445206	ZDB-GENE-040801-119	0.644510393	-0.080809043
445207	ZDB-GENE-040801-120	0.77930525	-0.052719068
445208	ZDB-GENE-040801-121	0.702869712	0.079749685
445210	ZDB-GENE-040801-123	0.379741717	-0.183834784
445211	ZDB-GENE-040801-124	0.139598365	0.391752492
445212	ZDB-GENE-040801-125	0.002659257	-0.383733811
445213	ZDB-GENE-040801-126	0.515222964	-0.216403457
445214	ZDB-GENE-040801-127	0.647322876	0.093762981
445215	ZDB-GENE-040801-128	0.13546586	-0.23290813
445217	ZDB-GENE-040801-130	0.83019508	0.063446796
445218	ZDB-GENE-040801-131	0.368560699	0.172236913
445219	ZDB-GENE-040801-132	0.14313225	0.29817102
445220	ZDB-GENE-040801-133	0.814737874	-0.044681786
445221	ZDB-GENE-040801-134	0.703308817	0.104732068
445222	ZDB-GENE-040801-135	0.432490346	-0.227836015
445223	ZDB-GENE-040801-136	0.001423739	-0.380331322
445224	ZDB-GENE-040801-137	0.203110666	-0.329680573
445227	ZDB-GENE-040801-140	0.531717398	-0.902300261
445229	ZDB-GENE-040801-142	0.770075735	-0.119361168
445230	ZDB-GENE-040801-144	0.78107089	-0.118571551
445231	ZDB-GENE-040801-145	0.283837151	-0.291568881
445232	ZDB-GENE-040801-146	0.796953213	-0.058439641
445233	ZDB-GENE-040801-147	0.952565113	-0.01324773
445235	ZDB-GENE-040801-150	0.116902225	-0.274739521
445236	ZDB-GENE-040801-151	0.64968995	-0.10931342
445238	ZDB-GENE-040724-113	0.8132436	0.082242438
445239	ZDB-GENE-040801-154	0.804444222	0.065796233
445240	ZDB-GENE-040801-155	0.651137001	0.089441575
445242	ZDB-GENE-040801-157	0.276527661	0.370979115
445243	ZDB-GENE-040801-158	0.752198369	0.227606882
445244	ZDB-GENE-040801-159	0.14556235	0.468023508
445246	ZDB-GENE-040801-161	0.001281554	-0.676600827
445247	ZDB-GENE-040801-162	0.948756481	0.038053607
445248	ZDB-GENE-040801-258	0.06155838	-0.340306413
445249	ZDB-GENE-040801-259	0.012126448	0.361194628
445250	ZDB-GENE-040801-262	1.0	-1.032674681
445251	ZDB-GENE-040724-77	0.004338594	-0.359513367
445252	ZDB-GENE-040801-264	0.768877784	0.056012918
445254	ZDB-GENE-040801-266	0.536469102	-0.109610701
445255	ZDB-GENE-040801-267	0.344592065	0.281893889
445256	ZDB-GENE-040801-268	0.022263841	0.623874283
445275	ZDB-GENE-040808-46	0.419869513	0.170554491
445276	ZDB-GENE-040808-48	0.908617217	-0.024901281
445277	ZDB-GENE-040808-49	0.836993872	-0.070805732
445279	ZDB-GENE-040608-1	0.785153825	0.09750344
445280	ZDB-GENE-040808-52	0.567499166	0.137859053
445281	ZDB-GENE-040808-53	0.119292325	0.910139348
445282	ZDB-GENE-040808-55	0.394628529	-0.726093348
445283	ZDB-GENE-040808-57	1.0	-2.926104607
445284	ZDB-GENE-040808-59	0.232960955	-0.248505939
445285	ZDB-GENE-030131-6547	0.849039459	0.059343927
445286	ZDB-GENE-030131-6795	0.428236922	0.06608695
445287	ZDB-GENE-040808-62	0.054448644	1.138431769
445288	ZDB-GENE-040808-64	0.039627568	-0.520073629
445289	ZDB-GENE-040808-67	0.064220213	0.24846058
445290	ZDB-GENE-040808-68	0.019043628	0.450813171
445291	ZDB-GENE-040808-73	0.016879038	-0.347301383
445292	ZDB-GENE-030724-2	0.011642638	0.582213967
445293	ZDB-GENE-040724-152	0.024228847	1.121973841
445296	ZDB-GENE-040808-6	0.073365092	-0.314496863
445297	ZDB-GENE-040808-7	0.330531572	-0.21449335
445299	ZDB-GENE-040808-9	0.291878111	0.563144075
445300	ZDB-GENE-040808-12	0.089122617	-0.310156335
445301	ZDB-GENE-040808-13	0.525478857	-0.351441791
445302	ZDB-GENE-040808-14	0.253689728	-0.221392145
445304	ZDB-GENE-040808-17	0.195380546	0.23104216
445305	ZDB-GENE-040808-18	0.055501592	1.360289729
445306	ZDB-GENE-040808-19	0.832160981	-0.084292205
445307	ZDB-GENE-040808-20	0.506364076	-0.136762805
445308	ZDB-GENE-040808-22	0.443267764	0.158048536
445309	ZDB-GENE-040808-24	0.000573178	1.031694936
445310	ZDB-GENE-040808-25	0.857812972	0.05827956
445312	ZDB-GENE-040808-27	0.125496991	-0.349071618
445314	ZDB-GENE-040808-31	0.892734862	0.04456335
445315	ZDB-GENE-040808-32	0.774964999	0.076560949
445316	ZDB-GENE-040808-34	0.522630672	-0.125867588
445317	ZDB-GENE-040808-35	0.337369976	-0.229542481
445318	ZDB-GENE-040808-36	0.854093542	0.107449259
445319	ZDB-GENE-040808-37	0.214511117	-0.300440097
445320	ZDB-GENE-040808-38	0.248628871	0.361970013
445321	ZDB-GENE-040808-39	0.474064887	0.173301422
445322	ZDB-GENE-040808-40	0.062601398	0.331603443
445324	ZDB-GENE-040808-42	0.018972174	0.432887192
445325	ZDB-GENE-040808-43	0.03466347	0.590640807
445326	ZDB-GENE-040808-44	0.409159626	-0.298804016
445327	ZDB-GENE-040808-45	0.257045074	-0.227147246
445358	ZDB-GENE-040812-4	0.99404267	0.002990355
445360	ZDB-GENE-040809-2	0.6442648	-0.142223257
445374	ZDB-GENE-040822-27	0.26179526	0.142282793
445376	ZDB-GENE-060322-3	0.963061326	0.025073346
445380	ZDB-GENE-051031-1	0.761764618	0.460673957
445381	ZDB-GENE-060421-1	0.106593828	1.902544479
445382	ZDB-GENE-040715-8	0.212974536	-0.197234201
445383	ZDB-GENE-040720-3	0.605433283	-0.199136541
445385	ZDB-GENE-040907-1	0.438971128	-0.130801784
445386	ZDB-GENE-030131-904	0.048650235	-0.290778692
445387	ZDB-GENE-040927-28	0.705570305	-0.106577818
445388	ZDB-GENE-040930-11	0.004340372	-0.779710842
445389	ZDB-GENE-041006-1	0.687932854	0.099649442
445390	ZDB-GENE-041007-1	0.968321656	0.00810713
445391	ZDB-GENE-041007-4	0.019043628	0.604308054
445392	ZDB-GENE-030131-4027	0.266536474	-0.249738851
445393	ZDB-GENE-041011-3	0.93208029	-0.020262837
445394	ZDB-GENE-040924-7	0.418748901	-0.228902414
445395	ZDB-GENE-050913-156	0.021229884	-0.295315207
445396	ZDB-GENE-040930-5	0.00646735	-0.529606483
445397	ZDB-GENE-040924-2	0.64455567	-0.072010521
445398	ZDB-GENE-040825-2	0.289727708	0.107878255
445399	ZDB-GENE-040825-3	0.942140129	-0.022743777
445400	ZDB-GENE-040826-5	0.806726429	-0.044478122
445401	ZDB-GENE-040930-6	0.797026413	0.069462369
445403	ZDB-GENE-040930-7	0.896658239	0.031586528
445404	ZDB-GENE-040930-9	0.228307789	-0.627975721
445405	ZDB-GENE-040831-1	0.479928107	0.085389486
445406	ZDB-GENE-040831-2	0.025730683	-0.282370953
445408	ZDB-GENE-040831-4	0.472732098	0.176307213
445409	ZDB-GENE-040824-4	0.150737982	1.926926554
445410	ZDB-GENE-060724-1	0.374266388	-1.21601801
445411	ZDB-GENE-040728-1	0.305268658	-0.20785607
445413	ZDB-GENE-040618-2	0.421932835	-0.299662385
445471	ZDB-GENE-040816-1	0.636803641	0.162918098
445472	ZDB-GENE-030318-3	0.079940393	-0.291421887
445473	ZDB-GENE-040819-2	0.869041849	-0.079937622
445474	ZDB-GENE-040818-1	0.00886994	0.757382236
445476	ZDB-GENE-040822-6	0.073067111	0.46396777
445477	ZDB-GENE-040822-7	0.294354572	-0.313300968
445478	ZDB-GENE-040822-8	0.013113101	-0.41569227
445479	ZDB-GENE-040822-29	0.363212016	-0.147555771
445480	ZDB-GENE-040822-30	0.03834138	0.309011275
445481	ZDB-GENE-040822-31	0.379741717	-0.233997306
445482	ZDB-GENE-040822-33	0.17644843	0.526514009
445483	ZDB-GENE-040724-82	5.48e-05	-0.549199646
445484	ZDB-GENE-040822-35	0.606109578	0.114352604
445488	ZDB-GENE-040822-40	0.140234989	-0.146044576
445489	ZDB-GENE-040822-41	0.372078889	-0.163096996
445490	ZDB-GENE-040822-42	0.496589493	0.178831048
445491	ZDB-GENE-040822-43	0.27054689	0.155775894
445492	ZDB-GENE-040822-44	0.108986669	-0.249101447
445493	ZDB-GENE-040822-2	0.042184184	-0.753624842
445494	ZDB-GENE-040822-9	0.044465996	0.434499304
445495	ZDB-GENE-040822-12	0.101924644	1.087573562
445497	ZDB-GENE-040822-14	0.564987165	0.107839394
445498	ZDB-GENE-040822-15	0.10470659	0.468132565
445499	ZDB-GENE-040822-16	0.084500171	-0.303476986
445500	ZDB-GENE-040822-17	0.828703052	-0.063021902
445501	ZDB-GENE-040822-18	0.787003737	0.192807267
445503	ZDB-GENE-040822-21	0.284979264	0.201932545
445505	ZDB-GENE-040822-23	0.416716078	-0.219856804
445506	ZDB-GENE-040822-24	0.512204291	0.113026658
445507	ZDB-GENE-040822-25	0.336513312	0.609224711
445508	ZDB-GENE-040822-26	0.043311125	0.509220409
445510	ZDB-GENE-040822-45	0.722367619	0.21600254
445562	ZDB-GENE-050419-181	0.174961849	-0.307346418
445563	ZDB-GENE-050417-153	0.170098271	1.727411822
445564	ZDB-GENE-031014-1	0.730051685	0.086325791
445565	ZDB-GENE-041025-1	0.252203908	0.235215211
445567	ZDB-GENE-050417-286	0.466818031	0.172620035
445568	ZDB-GENE-060726-1	0.000125653	1.811394483
445817	ZDB-GENE-040905-2	0.548247487	0.098928445
445818	ZDB-GENE-040905-3	0.430369157	-0.698408775
445819	ZDB-GENE-040905-4	0.163438044	0.259313839
446115	ZDB-GENE-040826-3	0.147132828	-0.16893901
446116	ZDB-GENE-040825-1	0.36367824	-0.264294948
446117	ZDB-GENE-040827-3	0.059580108	-0.159772193
446119	ZDB-GENE-040831-3	0.421525644	-0.091361
446130		0.723215905	0.235093757
446167	ZDB-GENE-040822-32	0.894131001	-0.041877342
446168	ZDB-GENE-040908-1	0.432940444	0.129517664
446169	ZDB-GENE-040909-1	0.623440381	0.103031874
446213	ZDB-GENE-061204-1	0.000121359	1.556569476
446214	ZDB-GENE-050419-253	0.095090537	-0.16596482
447799	ZDB-GENE-040910-1	0.039107745	-0.224229415
447800	ZDB-GENE-040912-2	0.007530546	-0.320948063
447801	ZDB-GENE-040912-3	0.994257116	0.003739699
447802	ZDB-GENE-040912-5	0.680775332	-0.144562428
447803	ZDB-GENE-040912-6	0.009113099	0.477196715
447804	ZDB-GENE-040912-7	0.039244213	0.601799154
447805	ZDB-GENE-040912-8	8.36e-05	1.681106528
447806	ZDB-GENE-040912-9	0.21725556	-0.283650892
447807	ZDB-GENE-040912-10	0.534355259	-0.289728071
447808	ZDB-GENE-040912-11	0.173315414	-0.806691378
447809	ZDB-GENE-040724-50	0.142597522	-0.455789448
447810	ZDB-GENE-031006-8	0.019457642	0.588850337
447811	ZDB-GENE-040912-14	0.301085385	0.19725898
447812	ZDB-GENE-040912-15	0.160124027	0.238531135
447813	ZDB-GENE-040912-16	0.088360369	0.179969325
447814	ZDB-GENE-040912-18	0.015734749	-0.271972893
447815	ZDB-GENE-040912-20	0.012627353	-0.288651562
447818	ZDB-GENE-040912-23	0.00017754	-0.403376913
447819	ZDB-GENE-040912-24	0.237346465	-0.139909224
447821	ZDB-GENE-040912-28	0.524777646	-0.106321004
447823	ZDB-GENE-040912-30	0.017933592	0.542785241
447824	ZDB-GENE-040912-31	0.235506617	-0.177209394
447825	ZDB-GENE-040912-84	0.007622713	-0.472962742
447827	ZDB-GENE-040912-87	0.378269473	0.192586537
447829	ZDB-GENE-040912-89	0.145377361	-0.256146645
447830	ZDB-GENE-040912-90	0.050799367	0.99220667
447831	ZDB-GENE-040912-92	0.214003791	-0.251077383
447832	ZDB-GENE-040912-97	0.032949922	-0.405462563
447833	ZDB-GENE-040912-99	0.481640343	-0.221601821
447834	ZDB-GENE-040912-100	0.183923056	0.498263767
447836	ZDB-GENE-040912-135	0.003410442	-0.536552573
447837	ZDB-GENE-040912-136	0.00776806	-0.438478023
447838	ZDB-GENE-040912-137	0.146472448	0.294118331
447840	ZDB-GENE-040912-141	0.462939226	0.133909477
447841	ZDB-GENE-040912-142	0.317343618	-0.232752389
447842	ZDB-GENE-040912-143	0.046680705	-0.270115729
447844	ZDB-GENE-040912-148	0.195328145	0.194313542
447845	ZDB-GENE-040912-149	0.832779632	0.040300891
447846	ZDB-GENE-040912-150	0.319160432	0.17403795
447847	ZDB-GENE-040912-152	0.298063219	-0.257364582
447849	ZDB-GENE-040912-155	0.238128322	-0.112806816
447850	ZDB-GENE-040912-156	0.9110622	0.023652793
447852	ZDB-GENE-040912-159	0.19183706	-0.255339238
447853	ZDB-GENE-040912-160	0.162465412	-0.181560619
447854	ZDB-GENE-040912-161	0.099807638	-0.22813636
447855	ZDB-GENE-040912-162	0.626825499	0.084450652
447856	ZDB-GENE-040912-163	0.191317485	0.293890456
447857	ZDB-GENE-040912-164	0.618597831	-0.10584696
447858	ZDB-GENE-040912-167	0.928319995	0.023262562
447859	ZDB-GENE-040912-168	0.036348221	-0.303517195
447860	ZDB-GENE-040912-169	0.176654561	-0.315345961
447861	ZDB-GENE-040912-171	0.41126857	0.149061249
447862	ZDB-GENE-040912-175	0.381320744	-0.184161971
447863	ZDB-GENE-030425-1	0.260556193	0.234960622
447864	ZDB-GENE-040912-178	0.317419755	-0.189954155
447865	ZDB-GENE-040912-181	0.195328145	0.205306751
447866	ZDB-GENE-040912-182	0.429642191	-0.207701073
447867	ZDB-GENE-040912-183	0.070928344	-0.350319403
447868	ZDB-GENE-040912-184	0.708827569	-0.124907045
447869	ZDB-GENE-040912-185	0.465689318	0.32895632
447871	ZDB-GENE-040912-34	0.032722028	-0.672399519
447872	ZDB-GENE-040912-35	0.137240266	-0.385121838
447873	ZDB-GENE-040912-37	0.900608619	-0.044833766
447875	ZDB-GENE-040912-39	0.790946437	-0.080096199
447876	ZDB-GENE-040912-40	0.396739895	0.248092408
447878	ZDB-GENE-040912-42	0.010585693	0.457224546
447879	ZDB-GENE-040912-44	0.005688301	0.351346559
447880	ZDB-GENE-040912-45	0.544690372	-0.419661959
447881	ZDB-GENE-040912-46	0.487929254	0.320265843
447883	ZDB-GENE-040912-48	0.143824729	0.390223348
447884	ZDB-GENE-040912-49	0.356486257	0.394428373
447886	ZDB-GENE-040912-51	0.065415533	0.555062272
447887	ZDB-GENE-040912-52	0.226236301	0.330857035
447888	ZDB-GENE-040912-53	0.04623772	-0.544902849
447889	ZDB-GENE-040912-54	0.126474501	0.265061562
447890	ZDB-GENE-040912-55	0.177417544	0.539715055
447891	ZDB-GENE-040912-56	0.815711311	-0.116279806
447892	ZDB-GENE-040912-57	0.47388498	-0.268675058
447893	ZDB-GENE-040912-58	0.027349903	-0.499208707
447895	ZDB-GENE-040912-60	0.449318609	0.380553179
447896	ZDB-GENE-030616-618	0.850515221	-0.075713544
447897	ZDB-GENE-040912-62	0.183994657	-0.27661855
447898	ZDB-GENE-040912-63	0.174147875	-0.319478901
447899	ZDB-GENE-040912-64	0.126254866	-0.414110218
447901	ZDB-GENE-040912-67	0.31718002	-0.299049158
447903	ZDB-GENE-040912-69	0.159532785	-0.393939706
447904	ZDB-GENE-040912-72	0.6957485	0.071402879
447905	ZDB-GENE-040724-187	0.200365069	-0.577288435
447906	ZDB-GENE-040912-74	0.022110045	-0.205791384
447907	ZDB-GENE-040912-75	0.317419755	0.235771008
447908	ZDB-GENE-040912-77	0.785324231	-0.059946908
447909	ZDB-GENE-040912-78	0.492075656	0.144099449
447910	ZDB-GENE-040912-79	0.446560491	-0.157566747
447911	ZDB-GENE-040912-80	0.146381923	0.45954688
447912	ZDB-GENE-040912-82	0.20744361	-0.150761051
447913	ZDB-GENE-040912-86	0.696450211	-0.208797206
447914	ZDB-GENE-040912-91	0.830275506	-0.169980083
447915	ZDB-GENE-040912-93	0.477779522	0.221855268
447916	ZDB-GENE-040912-94	0.002230973	-1.059340545
447918	ZDB-GENE-040912-98	0.999454634	0.000546345
447919	ZDB-GENE-040912-102	0.424474509	-0.570204335
447920	ZDB-GENE-040912-103	0.122103371	0.524996947
447921	ZDB-GENE-040912-104	0.003879014	-1.391543167
447922	ZDB-GENE-040912-105	0.754372166	-0.11909524
447923	ZDB-GENE-040912-106	0.522554252	0.35340612
447924	ZDB-GENE-040912-107	0.785736322	0.050187274
447926	ZDB-GENE-040912-111	2.37e-05	-0.377103777
447928	ZDB-GENE-040912-113	0.656009947	-0.170983093
447930	ZDB-GENE-040912-115	0.879974547	0.048988108
447931	ZDB-GENE-040912-116	0.996991796	0.00273189
447932	ZDB-GENE-040912-117	0.760372047	0.048582911
447933	ZDB-GENE-040912-118	0.004669792	0.673979155
447934	ZDB-GENE-041011-2	0.003676915	0.321510298
447935	ZDB-GENE-040912-120	0.778134242	0.126628987
447936	ZDB-GENE-040912-122	0.847890045	-0.088243941
447937	ZDB-GENE-040912-123	0.107478676	-0.530161984
447938	ZDB-GENE-040912-124	0.278922266	-0.160484979
447939	ZDB-GENE-040912-126	0.002890588	0.636071707
447940	ZDB-GENE-040912-127	0.977532059	0.004187944
447941	ZDB-GENE-040912-128	0.829815552	-0.120686144
447942	ZDB-GENE-040912-129	0.710522159	0.466942527
447944	ZDB-GENE-040912-132	0.259265987	0.389017821
447945	ZDB-GENE-040912-133	0.804046621	-0.072581126
448841	ZDB-GENE-040913-1	0.208344256	0.628996865
448857	ZDB-GENE-040914-87	0.30106851	-0.318995717
448858	ZDB-GENE-040917-1	0.747771498	-0.09335689
448859	ZDB-GENE-040917-3	0.294280506	-0.190951066
448867	ZDB-GENE-040914-7	0.944230193	0.020475917
448885	ZDB-GENE-131218-1	0.660203037	0.105675733
448925	ZDB-GENE-040914-65	0.000273751	-0.802940957
448949	ZDB-GENE-040915-1	0.465667127	-0.139946278
449008	ZDB-GENE-040924-4	0.083517584	0.540917897
449009	ZDB-GENE-040924-3	0.592352794	-0.070766172
449010	ZDB-GENE-040924-9	0.547834226	0.860690409
449532	ZDB-GENE-040927-29	0.631112755	-0.093121507
449537	ZDB-GENE-040928-1	0.169303936	-0.632768715
449538	ZDB-GENE-040927-3	0.148306767	0.46669983
449539	ZDB-GENE-040927-5	0.019186415	-0.33277555
449540	ZDB-GENE-040927-6	0.000125351	-0.45297577
449541	ZDB-GENE-040930-1	0.994484993	0.001987088
449542	ZDB-GENE-040930-2	0.326563337	-0.239771585
449543	ZDB-GENE-040930-3	0.191197344	0.33634142
449546	ZDB-GENE-040927-18	0.819555617	-0.0644084
449547	ZDB-GENE-040927-19	0.308940214	-0.376909835
449548	ZDB-GENE-040927-20	0.247276753	-0.152081203
449549	ZDB-GENE-040927-2	0.062059287	0.483540613
449552	ZDB-GENE-040927-9	0.07383899	0.974841157
449553	ZDB-GENE-040927-10	0.854068782	-0.04823437
449554	ZDB-GENE-040927-11	0.902208035	-0.024827458
449555	ZDB-GENE-040927-13	0.469523213	0.185559848
449558	ZDB-GENE-040927-25	0.923204338	-0.053082736
449559	ZDB-GENE-040927-26	0.650182059	-0.174545271
449615	ZDB-GENE-050127-1	0.047047253	-0.424542409
449616	ZDB-GENE-090313-135	0.49017968	-0.094113295
449647	ZDB-GENE-041008-2	0.159666807	-0.42803034
449649	ZDB-GENE-040724-243	0.836255473	0.045680959
449650	ZDB-GENE-041010-83	0.688178233	0.167378762
449651	ZDB-GENE-041010-85	0.050512864	-0.381245401
449652	ZDB-GENE-041010-90	0.356699555	-0.105941567
449653	ZDB-GENE-041010-92	0.841308193	0.063327489
449654	ZDB-GENE-041010-94	0.257705875	0.412999483
449657	ZDB-GENE-041010-213	0.606777912	-0.610407277
449658	ZDB-GENE-041010-214	0.006209955	-0.291765894
449659	ZDB-GENE-041010-216	0.003825223	-0.561945812
449660	ZDB-GENE-041010-217	0.293593695	0.1704035
449661	ZDB-GENE-041010-218	9.78e-05	-1.141259627
449662	ZDB-GENE-041010-219	0.001439298	-0.681087267
449663	ZDB-GENE-041010-220	0.866899496	0.042727197
449664	ZDB-GENE-041010-221	0.565712427	0.090183999
449665	ZDB-GENE-041010-223	0.466397055	0.136079284
449666	ZDB-GENE-041010-225	0.191604456	0.158818024
449670	ZDB-GENE-061110-91	0.544819556	-0.130124113
449674	ZDB-GENE-041010-5	0.109107914	0.42352652
449677	ZDB-GENE-041010-9	0.004689355	-0.453016144
449679	ZDB-GENE-050522-426	0.117244507	-0.478048361
449685	ZDB-GENE-060421-6071	0.000711417	-0.989860071
449707	ZDB-GENE-041001-128	0.749932709	-0.11690733
449721	ZDB-GENE-120521-2	0.054332028	0.354907157
449731	ZDB-GENE-041008-63	0.759501781	0.070239367
449761	ZDB-GENE-041008-93	0.621121257	-0.153354103
449768	ZDB-GENE-041010-10	0.001051447	0.734533248
449769	ZDB-GENE-041010-11	0.883209981	-0.040985316
